DATE	LORSGPORATQ661S	LORSGPORAUQ661S	LORSGPORBEQ661S	LORSGPORBRQ661S	LORSGPORCAQ661S	LORSGPORCHQ661S	LORSGPORCLQ661S	LORSGPORCZQ661S	LORSGPORDEQ661S	LORSGPORDEQ661S_LOG	LORSGPORDKQ661S	LORSGPOREEQ661S	LORSGPORESQ661S	LORSGPORFIQ661S	LORSGPORFRQ661S	LORSGPORGBQ661S	LORSGPORGRQ661S	LORSGPORHUQ661S	LORSGPORIDQ661S	LORSGPORIEQ661S	LORSGPORILQ661S	LORSGPORINQ661S	LORSGPORITQ661S	LORSGPORJPQ661S	LORSGPORKRQ661S	LORSGPORLUQ661S	LORSGPORMXQ661S	LORSGPORNLQ661S	LORSGPORNOQ661S	LORSGPORNZQ661S	LORSGPORPLQ661S	LORSGPORPTQ661S	LORSGPORRUQ661S	LORSGPORSEQ661S	LORSGPORSIQ661S	LORSGPORSKQ661S	LORSGPORTRQ661S	LORSGPORUSQ661S	LORSGPORZAQ661S
1960-01-01	21.5602406559902	14.9591309911014	22.6352493430685			28.6622468410842			26.0840150755327	3.26132	28.1654124225126		15.4502712724361	21.1867028554236	22.1396926669208	27.4870337858665	23.0099062799064			7.84425539988376			26.1859705870188	11.9868580860714	1.70313947886287	13.6755124916554	12.3336432304255	22.0282327713761	17.4406545770081	22.3391955185425		17.8495658521049		24.4624225861213			7.72443714438446	18.8487139112834	18.4827911472810
1960-04-01	22.0646004153122	15.3722949726869	22.9140578087028			29.2434503600461			26.5482203330932	3.27896	28.3408273221995		15.7679080292267	21.6573404542672	22.2228737122363	27.2760516083083	23.7967436827791			7.95091918513294			26.5702766504955	12.0089551385323	1.77971272247314	13.8235893398324	12.4567496243465	22.5425367350283	17.5740511985239	22.4296408610121		17.9650458009784		24.7939514221602			7.74556664988444	18.7471055156467	18.7841961131354
1960-07-01	22.3415288542008	15.4069676403348	23.1943981889835			30.3154953079464			27.4659090747151	3.31295	28.6300294721884		16.2089945380913	21.8990306897215	22.3892254711015	27.6882518154614	24.5879043680851			8.05816903513623			26.9604969778635	12.4214047238181	1.75993009494937	13.9724797970654	12.5805324270252	22.1569398167128	17.7891176974465	22.6105315459514		18.1315905827352		25.1971395608585			7.76681225156850	18.8388578394033	19.1303131512934
1960-10-01	22.6512482711456	15.3765451706566	23.4762704839104			30.3288009114494			27.7466294005695	3.32311	29.0330269995594		16.5352846619797	22.3248689280456	22.6545865402708	27.8536679691912	25.3833883358245			8.16600494989364			26.9811905283537	12.8988182644278	1.77042453759918	14.1221838633543	12.7049916384618	22.4035315533817	18.0858615390299	22.8818675733602		18.3491927805515		25.6686539116344			7.78817394943661	18.5970793106575	19.3191414341134
1961-01-01	23.2868064595111	15.4228499590639	23.7564473839902		17.7455170516093	31.3666360333129			28.0273497264239	3.33318	29.5498036501521		17.0079144889635	23.1026084577976	23.0189569197441	28.3077965764217	26.1696958497800			8.27288952658849			27.9478667643722	13.2909116726806	1.82709452790810	14.2703624112305	12.8286613647357	22.4813814031822	18.4642752580201	23.2436489432386		18.6178523944271		26.1656747702592			7.80978543965116	18.7225918432868	19.4592669556101
1961-04-01	23.2053122498369	15.2537368187939	24.0337239349781		18.1943574461085	31.7918330807202			27.8761885650702	3.32777	30.0817860678554		17.7632581133917	23.2729077490488	23.3873360242929	28.4276467063231	26.9522099702192			8.37896724708355			28.5391019596217	13.5741917484954	1.90595966129247	14.4176256503516	12.9510913498988	22.1682022986912	18.7636319384601	23.5182361345211		18.9031256939468		26.2607901080542			7.83079884896707	19.0403955332501	19.3742325689247
1961-07-01	23.4968758199843	15.1445738393604	24.3403327684868		18.6327128463518	32.1867277876969			28.4483509902782	3.34809	30.6289905068296		18.1260681699535	23.3925312998272	23.7597135221514	28.2821417562830	27.2919150110847			8.46003736373276			29.2042463341242	13.8346680798440	1.87117118703726	14.5056605793096	13.0815790319406	22.1941418084085	18.9839315803501	23.7056291472069		19.2050052622864		26.6249506301350			7.89930556816272	19.4058924905257	19.8069802693760
1961-10-01	23.5504459230823	15.3168187044502	24.6764907411677		18.8929782948998	32.8169581480893			28.5779629713971	3.35264	31.1913925858342		18.6375329219530	23.9215083644218	24.1633962699548	28.2329381087037	27.1544329064954			8.51377094683755			29.7629658242301	14.4693981554072	1.89544109348715	14.5296022503482	13.2198943664357	22.5504018746033	19.1251667184360	23.8058279812966		19.5234985162700		26.7589434453321			8.01833581823889	19.7864610723041	19.9870257652961
1962-01-01	23.8950618440425	15.7467597832846	25.0088687835546		19.3936755082801	33.0057856639606			28.9990170518696	3.36726	31.7690166861098		19.0784213566065	24.2436934324971	24.5984049312344	28.3592976705806	27.0172604509529			8.56686409020641			30.2034382752862	14.6636350385442	1.93319696187092	14.5528959738250	13.3572156819131	23.1639858603319	19.1873373527179	23.8188326367898		19.8585980390736		26.8331165074263			8.13707062451986	20.1393820498821	20.5040064435722
1962-04-01	23.8898498043726	16.0485238391367	25.3395530184536		19.5363850606393	33.3870668637628			29.3012865579589	3.37763	32.1258930331749		19.5222190062357	23.6294638534813	24.9958369608144	28.6215894884161	26.8818979020324			8.61971450752856			30.5286208192380	14.8686446656657	1.89708160406229	14.5764308460667	13.4932776869968	23.6476439115512	19.2829597896196	23.9580613131213		20.1814746360107		27.3056603842507			8.25417293573780	20.3213743596446	20.6353491781690
1962-07-01	24.0903234891619	16.1782667245290	25.6224248695027		19.7936547965427	33.8447170612283			30.0031137809040	3.40130	32.2620460082701		20.0003206333014	24.0908175435145	25.3557233539920	28.8005988677417	27.2285381653510			8.70266148729462			30.7119056417041	15.0503162202193	1.95261771206193	14.6381131613054	13.6825200832332	24.3919682775056	19.4120190986333	24.2235140102917		20.4921357239050		27.9738871350297			8.42659010353147	20.5710250951605	21.0381568978028
1962-10-01	24.1122416692310	16.4686223542518	25.8522310793817		20.1969396987579	34.0630964463095			29.9382549737264	3.39914	32.1774593572350		20.0539739852357	24.5191889259324	25.6731255267825	28.6874496236974	28.0901170767342			8.81737778098652			31.1730716432504	15.3648113990034	2.00885344957155	14.7403351720328	13.9276314390739	24.3085630858273	19.5745227450128	24.6151907282999		20.7905813027566		28.2044065966465			8.65727149095018	20.6386835209138	21.3076265383299
1963-01-01	24.2008808604395	16.8491269198592	26.0802208135527		20.3195573163115	33.7546213450611			28.8910070676038	3.36353	31.8721330800696		21.2076696074816	24.2901515523469	25.2454627508860	28.8076826613621	28.9466584641949			8.93108284467358			31.3800071481523	15.5748023429433	2.12656008333794	14.8429951577490	14.1714741083192	22.7837213809283	19.7704707287582	25.1330914671465		21.0768039557416		27.9146336212534			8.88549244770943	20.8639700927447	21.5894705858747
1963-04-01	24.9064046409311	16.6296824878422	26.3062662748988		20.6167010205179	35.0492398095762			30.1865987126102	3.40740	31.9163606506819		21.2252486937175	24.7716932435327	26.3727926971665	30.0728099111845	29.7943205529112			9.04393673942672			32.2402584997742	16.0332386177499	2.07640388501854	14.9435607438631	14.4126030484221	24.8206690470327	19.9795276983104	25.5760715111585		21.3743965998392		28.9820376488338			9.11242732404257	21.0980891770656	22.1603451922563
1963-07-01	25.1772581196746	17.3121748039317	26.6876405659147		20.7770749474362	35.8303954568247			31.2338466187327	3.44150	32.3101420690720		21.6832334087175	25.0304982748686	27.2427790244286	30.2186977689879	30.4995775191997			9.14536752995010			32.7694194166823	16.5033956380116	2.14482282606414	15.1781487791114	14.7518365936419	25.4169941008952	20.2016861884155	25.9441308603354		21.6833444014014		29.5195231708519			9.27267096220379	21.5619168397960	22.7451937523200
1963-10-01	25.6905577351193	17.6830605004496	27.2332692498699		21.4292106000193	36.2196846626855			31.3850077800864	3.44633	33.0534692081595		22.0868962713206	25.5601825624335	27.3275821569524	30.9035283035846	31.0476422503931			9.23390822617051			33.1064241152874	17.0720241564862	2.14682521397204	15.5550519595476	15.1941962857923	25.9522120994794	20.4369611295814	26.2372695146771		22.0036621940763		29.7784575514041			9.36036280213048	21.7032772919712	23.1460028563873
1964-01-01	25.9490196758395	17.6546512824413	27.7745819857844		21.9607946437691	36.2648733346987			31.8168364506764	3.46000	34.1463501950248		22.2117944410633	25.8829076916861	27.8420524279104	31.0955565468612	31.5895568001851			9.32134812659085			33.5971550631607	17.6165217284358	2.27500216523271	15.9289784452993	15.6328884998539	26.2992897242627	20.6853375913001	26.4554874741842		22.3353499778638		30.5162373661352			9.44620198723201	22.1608370910206	23.5795486946425
1964-04-01	26.3247352507246	18.0904084216554	28.3143214520948		22.0417305353894	37.5436630130047			32.2055667607965	3.47214	35.0373951443750		22.5778479628320	26.1074188382616	28.1090355842880	31.6750874465604	32.1316230650281			9.40892298108011			33.2571932326100	18.0415194059147	2.20959886862671	16.3018209681139	16.0704658685256	26.5266062408072	20.9521308343317	26.7314858011565		22.7134225786233		30.6815878288894			9.53292185153622	22.4021095904050	24.0063070905077
1964-07-01	26.5617967636608	18.2024794312788	28.6949617218329		22.2714190548759	37.3386516941054			32.5402128538564	3.48248	35.7266040562102		22.7474737653710	26.5264291602723	28.4537239501822	31.7966606613966	32.8249006700280			9.47669602092068			33.2010204719015	18.3201456563282	2.35997096296282	16.5083252371084	16.4082075945191	27.0278123840934	21.2373333934223	27.0652644955947		23.1379022468267		31.2939156049330			9.58070492862870	22.7520978978203	24.2318627965352
1964-10-01	27.3199586931371	18.7201088050680	28.9093594969332		22.3916607624011	37.1102952006406			32.9828689311821	3.49599	36.2139769305303		23.2420403112352	26.3564770512066	28.7108712656531	32.2793158969902	33.6759232497990			9.52377323654425			33.0620798823614	18.5492689935845	2.45483107445481	16.5410692988625	16.6416072693591	27.3115477231330	21.5409452685718	27.4568235574988		23.6087667320021		31.6288075593966			9.58781400759966	22.8223727253854	24.9404685110017
1965-01-01	27.0380943491306	18.8771424353187	29.1213995753701		23.0965312875715	38.0328085236951			33.5226547694195	3.51222	36.4995137673354		23.7366687552904	27.2068033749115	28.7746079279995	32.1812915095947	34.5206036790450			9.57020792196362			33.5084665973087	18.7001046457570	2.48621790178215	16.5727407171613	16.8730077427742	28.1001864701978	21.8629664597804	27.9061629868686		24.1260382846214		32.2521855816930			9.59612850282301	23.3746175183541	25.4203226971683
1965-04-01	27.1808904293602	19.1730904307911	29.3322824829795		23.3178008215225	38.0787813937744			34.0516660175395	3.52788	36.7692109247719		23.8379341957201	27.5830459951176	29.4905476292954	32.2050317909170	35.3577684991825			9.61651516488258			34.1765681037569	18.9336404989493	2.49183906301756	16.6049309057588	17.1025898431073	27.8129919961666	22.1343359034382	28.4143850686891		24.5483744907038		32.0137087416605			9.60311699101604	23.6699086520685	25.6662374593095
