date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus
02/02/2009,1.5823,2.3262,1.2408,6.8470,5.8197,7.7544,48.84,89.86,1390.00,3.6130,14.496,1.9897,7.0415,1.5145,10.1750,113.900,8.3831,1.1640,33.700,34.950,0.7028,2.145
03/02/2009,1.5442,2.3151,1.2334,6.8399,5.7267,7.7530,48.37,89.09,1394.50,3.6170,14.583,1.9558,6.9201,1.5082,10.0956,113.880,8.2575,1.1419,33.720,34.930,0.6947,2.145
04/02/2009,1.5387,2.2910,1.2268,6.8335,5.7951,7.7536,48.68,89.53,1378.40,3.6240,14.465,1.9543,6.9149,1.5056,9.9800,113.880,8.2768,1.1579,33.660,34.900,0.6910,2.145
05/02/2009,1.5293,2.2966,1.2307,6.8355,5.8028,7.7528,48.72,91.01,1384.20,3.6121,14.318,1.9399,6.8297,1.5040,9.8605,113.850,8.2685,1.1654,33.660,34.950,0.6834,2.145
06/02/2009,1.4892,2.2620,1.2388,6.8338,5.7860,7.7541,48.61,91.95,1368.70,3.5980,14.178,1.8868,6.7927,1.4952,9.6526,113.970,8.1745,1.1694,33.610,34.980,0.6768,2.145
09/02/2009,1.4633,2.2375,1.2190,6.8392,5.7045,7.7520,48.52,91.47,1374.00,3.5985,14.134,1.8376,6.6179,1.4921,9.6100,113.970,7.9905,1.1566,33.710,34.990,0.6695,2.145
10/02/2009,1.5177,2.2663,1.2332,6.8241,5.7461,7.7515,48.68,90.65,1388.00,3.5865,14.378,1.8918,6.7063,1.5040,9.7500,113.880,8.1988,1.1535,33.950,34.970,0.6847,2.145
11/02/2009,1.5270,2.2649,1.2418,6.8332,5.7790,7.7511,48.78,90.66,1390.00,3.6020,14.542,1.9011,6.7646,1.5050,9.8775,113.900,8.3834,1.1599,33.970,35.050,0.6960,2.145
12/02/2009,1.5368,2.2940,1.2478,6.8345,5.8115,7.7519,48.70,90.55,1394.00,3.6185,14.588,1.9220,6.8709,1.5118,10.0751,113.920,8.4300,1.1634,34.020,35.140,0.7019,2.145
13/02/2009,1.5163,2.2765,1.2435,6.8392,5.7859,7.7528,48.58,91.84,1403.50,3.6020,14.465,1.8990,6.7705,1.5077,9.9345,113.950,8.3500,1.1581,34.030,35.120,0.6934,2.145
16/02/2009,,,,,,,,,,,,,,,9.9345,,,,,,,
17/02/2009,1.5659,2.3192,1.2606,6.8355,5.9277,7.7545,49.60,92.17,1454.80,3.6380,14.621,1.9569,7.0329,1.5283,10.2500,114.150,8.8196,1.1744,34.580,35.260,0.7030,2.145
18/02/2009,1.5662,2.3572,1.2592,6.8378,5.9371,7.7551,49.84,93.81,1459.00,3.6570,14.653,1.9581,7.0319,1.5316,10.1850,114.000,8.7568,1.1813,34.630,35.360,0.7025,2.145
19/02/2009,1.5504,2.3554,1.2590,6.8348,5.8760,7.7546,49.73,94.09,1480.70,3.6580,14.589,1.9520,6.8926,1.5264,10.0675,114.100,8.7270,1.1742,34.580,35.540,0.6990,2.145
20/02/2009,1.5579,2.3898,1.2543,6.8367,5.8731,7.7543,49.71,93.87,1519.50,3.6740,14.836,1.9708,6.8542,1.5356,10.1700,114.100,8.8018,1.1681,34.800,35.690,0.6977,2.145
23/02/2009,1.5489,2.3880,1.2508,6.8355,5.8450,7.7526,49.46,94.63,1495.50,3.6530,14.860,1.9600,6.8270,1.5290,10.0400,114.100,8.7602,1.1633,34.610,35.610,0.6871,2.145
24/02/2009,1.5555,2.3830,1.2468,6.8368,5.8455,7.7532,49.75,96.60,1516.00,3.6630,14.835,1.9612,6.8533,1.5275,9.9900,114.370,8.9220,1.1670,34.730,35.650,0.6941,2.145
25/02/2009,1.5442,2.3880,1.2558,6.8369,5.8504,7.7533,49.95,97.33,1515.70,3.6670,14.926,1.9543,6.8710,1.5294,9.9410,114.800,8.9177,1.1646,34.740,35.750,0.7010,2.145
26/02/2009,1.5300,2.3508,1.2455,6.8361,5.8349,7.7541,50.32,98.55,1512.80,3.6680,14.973,1.9558,6.9090,1.5367,9.8800,115.100,8.9230,1.1647,34.840,35.920,0.6973,2.145
27/02/2009,1.5579,2.3750,1.2710,6.8395,5.8832,7.7551,50.88,97.74,1532.80,3.7050,15.088,1.9881,7.0474,1.5461,10.0350,114.130,9.0240,1.1672,35.000,36.110,0.7005,2.145
02/03/2009,1.5870,2.4365,1.2891,6.8438,5.9229,7.7573,51.80,97.17,1570.10,3.7260,15.406,2.0300,7.1486,1.5565,10.5000,114.230,9.1955,1.1723,35.210,36.250,0.7148,2.145
03/03/2009,1.5654,2.4420,1.2937,6.8413,5.9369,7.7585,51.96,98.16,1551.20,3.7070,15.341,2.0194,7.2778,1.5526,10.5250,114.170,9.2730,1.1755,35.080,36.050,0.7126,2.145
04/03/2009,1.5387,2.3738,1.2768,6.8432,5.9082,7.7593,51.53,99.34,1550.95,3.7110,15.175,1.9763,7.0479,1.5452,10.3600,114.170,9.0759,1.1762,35.050,36.050,0.7071,2.145
05/03/2009,1.5605,2.3860,1.2875,6.8406,5.9305,7.7574,51.60,98.32,1567.10,3.7250,15.315,1.9940,7.0921,1.5532,10.6425,114.150,9.2863,1.1727,34.930,36.130,0.7080,2.145
06/03/2009,1.5605,2.3735,1.2865,6.8395,5.8787,7.7549,51.68,97.88,1549.60,3.7150,15.254,1.9837,7.0612,1.5450,10.4100,114.200,9.2012,1.1525,34.660,36.040,0.7087,2.145
09/03/2009,1.5845,2.3698,1.2995,6.8398,5.8943,7.7560,51.91,98.87,1541.00,3.7150,15.382,2.0296,7.0635,1.5489,10.5900,114.500,9.1100,1.1634,34.810,36.130,0.7269,2.145
10/03/2009,1.5449,2.3472,1.2796,6.8410,5.8419,7.7554,51.35,98.39,1501.00,3.6900,15.287,1.9877,6.9795,1.5346,10.2880,113.900,8.8852,1.1540,34.580,35.940,0.7225,2.145
11/03/2009,1.5392,2.3357,1.2808,6.8399,5.8310,7.7557,50.98,97.74,1466.00,3.6940,15.168,1.9747,6.9380,1.5315,10.1450,114.200,8.7906,1.1585,34.460,35.910,0.7257,2.145
12/03/2009,1.5449,2.3265,1.2909,6.8383,5.8219,7.7533,51.69,97.86,1494.75,3.6900,14.922,1.9455,6.9605,1.5355,9.9600,114.500,8.7407,1.1893,34.480,35.970,0.7241,2.145
13/03/2009,1.5207,2.3125,1.2752,6.8380,5.7834,7.7527,51.54,98.04,1481.20,3.7040,14.585,1.9069,6.8437,1.5429,9.9975,113.900,8.6372,1.1880,34.490,35.900,0.7157,2.145
16/03/2009,1.5126,2.2635,1.2723,6.8381,5.7353,7.7515,51.31,98.17,1435.00,3.6610,14.101,1.8797,6.7682,1.5310,9.8600,114.150,8.4445,1.1819,34.400,35.790,0.7097,2.145
17/03/2009,1.5172,2.2792,1.2717,6.8369,5.7457,7.7519,51.42,98.85,1415.75,3.6725,14.024,1.8925,6.7717,1.5325,9.9825,114.150,8.5039,1.1826,34.210,35.810,0.7134,2.145
18/03/2009,1.5177,2.3033,1.2715,6.8347,5.6834,7.7523,51.22,98.08,1409.00,3.6800,14.131,1.8921,6.7332,1.5271,9.9300,114.130,8.3778,1.1667,34.180,35.820,0.7156,2.145
19/03/2009,1.4436,2.2516,1.2336,6.8240,5.4273,7.7511,50.21,93.85,1388.50,3.6500,14.060,1.7832,6.3130,1.5060,9.6475,114.070,7.9558,1.1184,33.900,35.340,0.6857,2.145
20/03/2009,1.4510,2.2500,1.2370,6.8277,5.4918,7.7499,50.51,96.18,1396.50,3.6400,14.140,1.7841,6.3795,1.5138,9.6000,113.880,8.1644,1.1243,33.750,35.260,0.6928,2.145
23/03/2009,1.4298,2.2709,1.2322,6.8335,5.4902,7.7502,50.38,97.30,1382.90,3.6410,14.273,1.7562,6.3271,1.5096,9.4620,113.930,8.0470,1.1290,33.770,35.330,0.6898,2.145
24/03/2009,1.4251,2.2548,1.2263,6.8294,5.5075,7.7497,50.40,97.86,1378.90,3.6230,14.303,1.7596,6.3512,1.5112,9.4501,114.030,8.0927,1.1285,33.770,35.390,0.6789,2.145
25/03/2009,1.4267,2.2383,1.2245,6.8304,5.5002,7.7497,50.50,97.70,1362.20,3.6260,14.221,1.7581,6.5093,1.5086,9.4325,114.030,8.0700,1.1239,33.820,35.420,0.6856,2.145
26/03/2009,1.4241,2.2371,1.2327,6.8320,5.4925,7.7497,50.40,98.47,1334.80,3.6220,14.231,1.7256,6.5070,1.5087,9.3701,114.100,8.0113,1.1272,33.750,35.330,0.6898,2.145
27/03/2009,1.4397,2.2761,1.2392,6.8310,5.5971,7.7500,50.46,97.99,1350.90,3.6125,14.315,1.7504,6.6407,1.5138,9.5600,115.050,8.1513,1.1435,33.760,35.350,0.6981,2.145
30/03/2009,1.4732,2.3251,1.2582,6.8360,5.6659,7.7497,51.12,97.44,1391.90,3.6500,14.382,1.7797,6.8243,1.5226,9.7485,115.100,8.3327,1.1532,33.760,35.560,0.7068,2.145
31/03/2009,1.4440,2.3007,1.2606,6.8329,5.6153,7.7500,50.87,99.15,1372.30,3.6430,14.210,1.7569,6.7437,1.5206,9.5170,115.700,8.2522,1.1395,33.870,35.440,0.6993,2.145
01/04/2009,1.4407,2.2860,1.2640,6.8339,5.6322,7.7501,50.48,98.93,1378.25,3.6450,13.888,1.7746,6.7311,1.5215,9.3705,115.880,8.2182,1.1465,33.820,35.470,0.6943,2.145
02/04/2009,1.3949,2.2400,1.2380,6.8340,5.5342,7.7500,50.22,99.48,1329.50,3.5950,13.830,1.7188,6.5398,1.4980,9.1000,115.900,8.0222,1.1349,33.050,35.260,0.6803,2.145
03/04/2009,1.4079,2.2024,1.2335,6.8343,5.5386,7.7500,49.91,99.94,1335.50,3.5775,13.631,1.7241,6.5469,1.5065,9.0410,115.930,7.9945,1.1321,33.160,35.230,0.6756,2.145
06/04/2009,1.4083,2.2274,1.2427,6.8343,5.5704,7.7499,50.01,100.65,1304.50,3.5550,13.650,1.7033,6.5893,1.5066,9.1100,115.720,8.0541,1.1388,33.100,35.270,0.6797,2.145
07/04/2009,1.3966,2.2255,1.2339,6.8361,5.6090,7.7501,50.00,100.71,1317.50,3.5900,13.575,1.7247,6.6720,1.5102,9.1621,115.700,8.1690,1.1443,33.600,35.390,0.6782,2.145
08/04/2009,1.4065,2.1950,1.2353,6.8350,5.6065,7.7505,50.28,99.95,1349.50,3.6280,13.363,1.7280,6.6627,1.5172,9.1015,115.700,8.2267,1.1459,33.880,35.400,0.6806,2.145
09/04/2009,1.3951,2.1774,1.2273,6.8340,5.6650,7.7503,49.82,100.43,1316.00,3.6040,13.173,1.7218,6.6734,1.5158,9.0750,115.700,8.3114,1.1583,33.740,35.440,0.6839,2.145
10/04/2009,1.3910,2.1700,1.2273,6.8333,5.6679,7.7503,49.78,100.30,1328.00,3.6135,13.128,1.7156,6.6775,1.5182,9.0340,115.700,8.2710,1.1575,33.780,35.390,0.6833,2.145
13/04/2009,1.3721,2.1745,1.2210,6.8347,5.5783,7.7505,49.77,100.12,1328.90,3.6270,13.088,1.6989,6.5787,1.5148,9.0200,115.700,8.1683,1.1356,33.680,35.660,0.6743,2.145
14/04/2009,1.3725,2.1778,1.2093,6.8320,5.6096,7.7501,49.62,99.08,1319.50,3.5850,13.084,1.7074,6.6040,1.4967,9.0475,115.700,8.1536,1.1387,33.610,35.400,0.6708,2.145
15/04/2009,1.3835,2.1955,1.2040,6.8321,5.6508,7.7501,49.55,99.37,1333.00,3.6050,13.169,1.7364,6.7311,1.5025,9.1522,115.650,8.3090,1.1453,33.780,35.400,0.6671,2.145
16/04/2009,1.3887,2.1756,1.2062,6.8316,5.6424,7.7501,49.63,99.29,1331.00,3.5970,13.047,1.7516,6.6698,1.4967,8.9350,115.700,8.3080,1.1471,33.800,35.330,0.6707,2.145
17/04/2009,1.3881,2.1856,1.2146,6.8325,5.7164,7.7501,49.80,99.21,1327.00,3.6140,13.135,1.7624,6.6945,1.4998,8.9615,115.850,8.4525,1.1674,32.990,35.450,0.6767,2.145
20/04/2009,1.4245,2.2322,1.2338,6.8331,5.7730,7.7501,49.78,98.29,1330.00,3.6300,13.329,1.7989,6.8380,1.5087,9.0820,117.000,8.6763,1.1713,33.820,35.540,0.6881,2.145
21/04/2009,1.4094,2.2390,1.2373,6.8254,5.7386,7.7505,50.45,98.60,1349.00,3.6420,13.122,1.7768,6.7770,1.5046,8.9580,119.050,8.5214,1.1654,33.850,35.530,0.6808,2.145
22/04/2009,1.4067,2.2045,1.2361,6.8296,5.7245,7.7500,50.20,98.14,1345.50,3.6430,13.129,1.7889,6.7118,1.5049,8.8706,119.800,8.4171,1.1634,33.850,35.560,0.6898,2.145
23/04/2009,1.4075,2.2185,1.2291,6.8265,5.7087,7.7500,49.88,97.88,1343.00,3.6200,13.327,1.7924,6.6456,1.5015,8.9930,119.850,8.3676,1.1581,33.810,35.470,0.6833,2.145
24/04/2009,1.3850,2.1960,1.2095,6.8250,5.6106,7.7495,49.69,97.08,1338.20,3.5830,13.245,1.7476,6.5504,1.4873,8.8150,120.100,8.0830,1.1368,33.690,35.340,0.6804,2.145
27/04/2009,1.3972,2.1963,1.2106,6.8270,5.6706,7.7500,50.15,96.57,1338.40,3.5950,13.707,1.7562,6.6989,1.4933,8.7450,120.220,8.1212,1.1472,33.720,35.420,0.6813,2.145
28/04/2009,1.4198,2.2060,1.2238,6.8266,5.7021,7.7508,50.47,96.49,1351.80,3.6250,13.885,1.7889,6.7240,1.4975,8.7180,119.900,8.2068,1.1517,33.790,35.390,0.6846,2.145
29/04/2009,1.3759,2.1617,1.2008,6.8243,5.5891,7.7501,50.05,96.97,1335.70,3.5850,13.575,1.7364,6.5425,1.4820,8.4850,120.000,8.0143,1.1309,33.640,35.310,0.6756,2.145
30/04/2009,1.3667,2.1724,1.1939,6.8180,5.6223,7.7500,49.70,98.76,1277.00,3.5580,13.801,1.7559,6.5670,1.4772,8.4400,120.000,7.9882,1.1402,33.060,35.230,0.6757,2.145
01/05/2009,1.3717,2.1730,1.1868,6.8180,5.6139,7.7500,49.65,99.24,1277.00,3.5580,13.823,1.7584,6.5461,1.4810,8.4350,120.000,8.0405,1.1364,33.140,35.250,0.6720,2.145
04/05/2009,1.3535,2.1363,1.1779,6.8223,5.5714,7.7500,49.75,99.12,1267.50,3.5290,13.301,1.7422,6.5000,1.4747,8.3400,120.000,7.9155,1.1289,32.990,35.160,0.6673,2.145
05/05/2009,1.3448,2.1495,1.1758,6.8185,5.5680,7.7500,49.22,98.76,1267.50,3.5080,13.203,1.7179,6.5275,1.4716,8.4045,119.980,7.9285,1.1297,33.020,35.070,0.6623,2.145
06/05/2009,1.3392,2.1199,1.1726,6.8176,5.5943,7.7500,49.40,98.60,1272.00,3.5310,13.198,1.7167,6.5268,1.4715,8.3970,118.200,7.9318,1.1313,33.140,35.130,0.6639,2.145
07/05/2009,1.3194,2.1052,1.1714,6.8215,5.5529,7.7500,49.09,99.00,1257.30,3.5220,13.086,1.6773,6.4737,1.4655,8.3725,117.100,7.8438,1.1278,33.110,34.840,0.6658,2.145
08/05/2009,1.3142,2.0742,1.1580,6.8200,5.5199,7.7500,49.13,99.01,1242.25,3.5150,13.106,1.6711,6.4140,1.4630,8.3600,117.100,7.7426,1.1202,33.010,34.840,0.6627,2.145
11/05/2009,1.3134,2.0528,1.1591,6.8230,5.4687,7.7500,49.44,97.45,1232.90,3.5140,13.110,1.6496,6.4163,1.4612,8.3900,117.050,7.7638,1.1067,32.930,34.560,0.6603,2.145
12/05/2009,1.3098,2.0687,1.1671,6.8210,5.4618,7.7500,49.21,96.59,1238.00,3.5100,13.233,1.6556,6.4685,1.4593,8.4670,117.350,7.8138,1.1052,32.830,34.530,0.6562,2.145
13/05/2009,1.3210,2.1010,1.1686,6.8220,5.4705,7.7500,49.58,95.75,1239.00,3.5240,13.315,1.6815,6.5121,1.4635,8.5050,117.600,7.8751,1.1061,32.910,34.490,0.6594,2.145
14/05/2009,1.3205,2.0939,1.1726,6.8248,5.4725,7.7501,49.65,95.62,1264.00,3.5410,13.301,1.6824,6.4851,1.4647,8.5650,117.400,7.8492,1.1060,32.950,34.530,0.6581,2.145
15/05/2009,1.3287,2.0815,1.1756,6.8225,5.4993,7.7508,49.38,94.89,1252.00,3.5470,13.208,1.7010,6.5160,1.4683,8.7331,117.700,7.8593,1.1132,32.920,34.530,0.6569,2.145
18/05/2009,1.3165,2.0798,1.1656,6.8265,5.5132,7.7523,47.58,96.05,1260.50,3.5520,13.120,1.6920,6.4899,1.4653,8.6130,115.000,7.7879,1.1181,32.980,34.540,0.6532,2.145
19/05/2009,1.2918,2.0489,1.1567,6.8245,5.4724,7.7517,47.65,96.10,1244.50,3.5280,12.953,1.6600,6.4588,1.4616,8.4375,114.980,7.6954,1.1121,32.850,34.400,0.6451,2.145
20/05/2009,1.2870,2.0205,1.1434,6.8248,5.4092,7.7520,47.30,95.16,1246.00,3.5350,12.885,1.6407,6.4046,1.4569,8.3350,114.980,7.5764,1.1022,32.800,34.410,0.6382,2.145
21/05/2009,1.2915,2.0332,1.1412,6.8245,5.3937,7.7520,47.30,94.97,1245.00,3.5270,13.088,1.6504,6.4210,1.4580,8.3600,114.990,7.5800,1.1010,32.710,34.390,0.6344,2.145
22/05/2009,1.2734,2.0274,1.1234,6.8227,5.3164,7.7516,46.95,94.45,1242.00,3.4880,13.168,1.6090,6.3325,1.4406,8.3050,114.750,7.4613,1.0847,32.550,34.320,0.6292,2.145
25/05/2009,,,,,,,,,,,,,,,8.3050,,,,,,,
26/05/2009,1.2752,2.0221,1.1199,6.8326,5.3184,7.7521,47.70,94.81,1264.25,3.5100,13.134,1.6075,6.3784,1.4482,8.2775,114.800,7.5600,1.0833,32.630,34.440,0.6274,2.145
27/05/2009,1.2700,2.0148,1.1120,6.8272,5.3449,7.7525,47.61,95.01,1264.40,3.5020,13.150,1.6051,6.3990,1.4505,8.1175,114.830,7.6510,1.0861,32.720,34.360,0.6224,2.145
28/05/2009,1.2721,2.0074,1.1123,6.8278,5.3375,7.7526,47.50,96.76,1261.80,3.5100,13.230,1.5977,6.4237,1.4512,8.0400,114.830,7.7053,1.0838,32.630,34.380,0.6267,2.145
29/05/2009,1.2511,1.9678,1.0957,6.8278,5.2708,7.7519,47.11,95.55,1249.00,3.4850,13.182,1.5699,6.3139,1.4453,8.0275,114.800,7.6222,1.0692,32.570,34.310,0.6188,2.145
01/06/2009,1.2344,1.9452,1.0870,6.8264,5.2476,7.7516,46.78,96.53,1232.70,3.4700,13.157,1.5363,6.1871,1.4418,7.9425,114.800,7.3909,1.0688,32.360,34.070,0.6080,2.145
02/06/2009,1.2204,1.9402,1.0828,6.8305,5.2175,7.7513,46.84,95.72,1234.20,3.4870,13.283,1.5265,6.1904,1.4380,8.0285,114.750,7.5082,1.0624,32.370,34.090,0.6055,2.145
03/06/2009,1.2341,1.9474,1.0973,6.8290,5.2470,7.7515,46.88,95.72,1232.10,3.4820,13.305,1.5632,6.3210,1.4430,8.0800,114.850,7.6554,1.0684,32.490,34.010,0.6096,2.145
04/06/2009,1.2516,1.9457,1.0997,6.8331,5.2475,7.7509,47.19,96.37,1246.25,3.4900,13.256,1.5835,6.2891,1.4455,8.0160,114.830,7.6450,1.0679,32.580,34.120,0.6183,2.145
05/06/2009,1.2481,1.9606,1.1144,6.8329,5.3218,7.7506,47.05,98.18,1247.50,3.4930,13.295,1.5803,6.3985,1.4520,8.0300,114.800,7.7682,1.0852,32.640,34.220,0.6243,2.145
08/06/2009,1.2737,1.9779,1.1228,6.8371,5.3609,7.7507,47.50,98.56,1247.40,3.5190,13.457,1.6186,6.4550,1.4575,8.1855,114.800,7.8522,1.0929,32.870,34.350,0.6259,2.145
09/06/2009,1.2531,1.9448,1.1042,6.8353,5.3125,7.7507,47.30,97.60,1258.50,3.5250,13.500,1.6010,6.3497,1.4561,8.0950,114.800,7.7081,1.0822,32.740,34.140,0.6147,2.145
10/06/2009,1.2433,1.9494,1.1100,6.8330,5.3225,7.7512,47.18,98.13,1253.50,3.4930,13.636,1.5886,6.3835,1.4540,8.0651,114.800,7.6875,1.0816,32.680,34.090,0.6122,2.145
11/06/2009,1.2203,1.9487,1.0977,6.8358,5.2831,7.7510,47.49,97.83,1248.70,3.5050,13.440,1.5492,6.3332,1.4480,7.9750,114.800,7.6530,1.0721,32.720,34.000,0.6043,2.145
12/06/2009,1.2297,1.9214,1.1170,6.8352,5.3017,7.7499,47.60,98.17,1246.00,3.5030,13.401,1.5557,6.3242,1.4494,8.0225,114.850,7.6455,1.0756,32.790,34.070,0.6052,2.145
15/06/2009,1.2626,1.9480,1.1338,6.8361,5.4015,7.7504,47.67,98.03,1257.00,3.5272,13.431,1.5898,6.4836,1.4608,8.1050,114.850,7.8927,1.0942,32.940,34.140,0.6147,2.145
16/06/2009,1.2500,1.9475,1.1325,6.8338,5.3625,7.7501,47.61,96.26,1255.70,3.5180,13.342,1.5760,6.4235,1.4588,8.0125,114.830,7.8283,1.0853,32.870,34.070,0.6081,2.145
17/06/2009,1.2679,1.9855,1.1371,6.8364,5.3731,7.7503,47.96,95.65,1269.00,3.5310,13.470,1.5911,6.4130,1.4584,8.1350,114.700,7.9365,1.0870,32.960,34.130,0.6138,2.145
18/06/2009,1.2441,1.9611,1.1273,6.8344,5.3252,7.7500,48.18,96.36,1263.50,3.5380,13.341,1.5535,6.3672,1.4543,8.1145,114.810,7.8621,1.0827,32.880,34.140,0.6109,2.145
19/06/2009,1.2329,1.9540,1.1287,6.8360,5.3162,7.7500,48.00,96.15,1264.20,3.5335,13.338,1.5442,6.3613,1.4528,8.0700,114.850,7.8520,1.0773,32.860,34.090,0.6047,2.145
22/06/2009,1.2665,2.0138,1.1547,6.8340,5.3746,7.7501,48.50,95.90,1278.60,3.5380,13.372,1.5833,6.5572,1.4586,8.1975,114.810,8.0137,1.0875,32.890,34.120,0.6119,2.145
23/06/2009,1.2657,2.0026,1.1557,6.8346,5.3022,7.7500,48.45,95.32,1281.70,3.5450,13.322,1.5711,6.5005,1.4558,8.1725,114.800,7.9354,1.0707,32.880,34.120,0.6118,2.145
24/06/2009,1.2456,1.9650,1.1462,6.8307,5.3114,7.7499,48.40,95.38,1273.00,3.5310,13.283,1.5482,6.4408,1.4534,8.0250,114.800,7.8470,1.0842,32.850,34.080,0.6066,2.145
25/06/2009,1.2516,1.9632,1.1576,6.8344,5.3372,7.7500,48.50,96.21,1285.10,3.5340,13.289,1.5552,6.5102,1.4568,8.0020,114.830,7.9478,1.0960,32.950,34.100,0.6121,2.145
26/06/2009,1.2418,1.9444,1.1527,6.8330,5.2974,7.7499,48.00,95.19,1278.30,3.5300,13.243,1.5516,6.4654,1.4536,7.9040,114.830,7.7879,1.0856,32.950,34.040,0.6061,2.145
29/06/2009,1.2398,1.9570,1.1580,6.8334,5.2962,7.7500,48.00,95.84,1278.00,3.5370,13.184,1.5375,6.4233,1.4527,7.8230,114.820,7.7293,1.0849,32.900,34.030,0.6049,2.145
30/06/2009,1.2415,1.9653,1.1626,6.8302,5.3113,7.7500,47.74,96.42,1273.50,3.5130,13.170,1.5511,6.4354,1.4480,7.7300,114.820,7.7282,1.0867,32.770,34.060,0.6078,2.145
01/07/2009,1.2338,1.9299,1.1446,6.8331,5.2486,7.7500,47.75,96.41,1256.90,3.5170,13.097,1.5499,6.3161,1.4430,7.7356,114.800,7.5568,1.0720,32.690,34.030,0.6052,2.145
02/07/2009,1.2582,1.9565,1.1600,6.8312,5.3110,7.7500,47.90,95.90,1270.70,3.5175,13.160,1.5886,6.4055,1.4512,7.8275,114.850,7.7574,1.0836,32.900,34.080,0.6098,2.145
03/07/2009,1.2522,1.9509,1.1625,6.8320,5.3220,7.7495,47.80,95.95,1265.70,3.5240,13.245,1.5858,6.4122,1.4530,7.9000,114.800,7.7717,1.0863,32.870,34.060,0.6121,2.145
06/07/2009,1.2623,1.9727,1.1608,6.8342,5.3412,7.7499,48.50,95.00,1267.00,3.5425,13.254,1.5870,6.4983,1.4560,7.9975,114.800,7.8508,1.0877,32.980,34.090,0.6161,2.145
07/07/2009,1.2558,1.9667,1.1630,6.8326,5.3330,7.7499,48.44,95.11,1268.70,3.5460,13.270,1.5741,6.4887,1.4580,8.0200,114.830,7.8957,1.0858,32.960,34.070,0.6189,2.145
08/07/2009,1.2853,2.0035,1.1650,6.8323,5.3729,7.7501,48.80,92.90,1277.50,3.5600,13.479,1.6021,6.5769,1.4639,8.2056,114.800,8.0010,1.0923,33.010,34.070,0.6239,2.145
09/07/2009,1.2765,1.9910,1.1623,6.8317,5.3089,7.7503,48.57,92.79,1277.70,3.5615,13.555,1.5865,6.4830,1.4581,8.1150,114.750,7.8460,1.0773,32.950,34.040,0.6135,2.145
10/07/2009,1.2902,2.0141,1.1649,6.8325,5.3451,7.7505,48.76,92.33,1288.40,3.5760,13.720,1.5977,6.5294,1.4633,8.2300,114.820,7.9575,1.0856,33.040,34.040,0.6179,2.145
13/07/2009,1.2809,1.9897,1.1541,6.8326,5.3282,7.7504,49.16,92.74,1309.00,3.5995,13.803,1.5848,6.5014,1.4625,8.2575,114.840,7.8980,1.0842,33.130,34.140,0.6181,2.145
14/07/2009,1.2666,1.9721,1.1401,6.8330,5.3291,7.7504,48.96,93.03,1294.20,3.5830,13.785,1.5741,6.4827,1.4594,8.2444,114.800,7.8795,1.0850,33.078,34.100,0.6137,2.145
15/07/2009,1.2436,1.9358,1.1192,6.8315,5.2742,7.7500,48.55,94.09,1270.60,3.5610,13.597,1.5399,6.3682,1.4516,8.1267,114.720,7.7686,1.0746,32.870,34.050,0.6083,2.145
16/07/2009,1.2470,1.9362,1.1172,6.8310,5.2746,7.7499,48.61,93.59,1266.00,3.5690,13.568,1.5516,6.3890,1.4520,8.1125,114.800,7.8092,1.0755,32.870,34.060,0.6091,2.145
17/07/2009,1.2480,1.9278,1.1168,6.8309,5.2714,7.7499,48.56,94.08,1254.50,3.5630,13.390,1.5547,6.3911,1.4494,8.0675,114.730,7.8307,1.0766,32.860,34.040,0.6124,2.145
20/07/2009,1.2299,1.9056,1.1065,6.8303,5.2399,7.7495,48.10,94.52,1244.00,3.5390,13.318,1.5265,6.3265,1.4400,7.9005,114.800,7.7651,1.0688,32.750,33.990,0.6063,2.145
21/07/2009,1.2311,1.9085,1.1077,6.8300,5.2457,7.7499,48.20,93.36,1245.50,3.5400,13.305,1.5279,6.3025,1.4429,7.8205,114.900,7.6527,1.0677,32.750,33.990,0.6091,2.145
22/07/2009,1.2253,1.9046,1.0980,6.8305,5.2361,7.7499,48.45,93.77,1251.10,3.5510,13.234,1.5211,6.2970,1.4423,7.7035,114.800,7.6020,1.0659,32.820,34.000,0.6083,2.145
23/07/2009,1.2186,1.8870,1.0867,6.8308,5.2184,7.7499,48.25,94.75,1244.80,3.5380,13.163,1.5119,6.2363,1.4388,7.6505,114.850,7.4414,1.0667,32.740,33.960,0.6038,2.145
24/07/2009,1.2252,1.8958,1.0843,6.8313,5.2384,7.7500,48.16,94.86,1245.00,3.5280,13.221,1.5221,6.2353,1.4395,7.7501,114.800,7.4597,1.0701,32.810,33.950,0.6086,2.145
27/07/2009,1.2177,1.8857,1.0833,6.8312,5.2370,7.7501,48.11,95.32,1242.40,3.5160,13.221,1.5265,6.1952,1.4397,7.7405,114.800,7.4307,1.0729,32.850,33.950,0.6066,2.145
28/07/2009,1.2067,1.8785,1.0802,6.8308,5.2368,7.7501,48.20,94.60,1236.30,3.5080,13.259,1.5170,6.1620,1.4398,7.8195,114.725,7.4328,1.0704,32.725,33.930,0.6069,
