"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,1969.487,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,1976.99,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,1994.44,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,2014.283,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,2030.664,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,2050.907,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,2066.608,,
"IRL","Ireland","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,2081.22,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","3","Thousands",,,7261.359,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","3","Thousands",,,7318.556,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","3","Thousands",,,7373.316,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","3","Thousands",,,7427.769,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","3","Thousands",,,7471.66,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","3","Thousands",,,7509.335,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","3","Thousands",,,7559.958,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","3","Thousands",,,7591.946,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,7613.596,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,7718.342,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,7805.995,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,7917.267,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,7992.547,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,8022.552,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,8096.672,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,8126.629,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,8201.432,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,8198.379,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,8273.437,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,8271.354,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,8318.842,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,8376.748,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,8415.162,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,8347.848,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,8762.738,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,8784.282,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,8810.064,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,8880.314,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,8828.62,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,8803.902,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,8744.698,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,8848.18,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,8962.949,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,9020.106,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,8985.045,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,9041.599,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,8990.177,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,9033.848,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,9149.023,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,9158.153,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,9243.701,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,9273.547,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,9304.302,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,9258.45,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,9192.495,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,9194.419,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,9138.058,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,9105.229,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,9107.526,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,9152.023,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,9144.323,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,9205.326,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,9276.168,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,9238.144,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,9226.464,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,9291.625,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,9349.255,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","3","Thousands",,,9397.731,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","3","Thousands",,,9380.673,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","3","Thousands",,,9361.94,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","3","Thousands",,,9308.448,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","3","Thousands",,,9252.688,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","3","Thousands",,,9255.072,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","3","Thousands",,,9288.393,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,9308.515,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,9283.373,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,9357.542,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,9385.17,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,9372.243,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,9362.157,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,9381.916,,
"ITA","Italy","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,9404.384,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","3","Thousands",,,13083.19,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","3","Thousands",,,13072.89,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","3","Thousands",,,13099,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","3","Thousands",,,13104.72,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","3","Thousands",,,13127.84,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","3","Thousands",,,13148.79,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","3","Thousands",,,13165.14,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","3","Thousands",,,13191.73,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,13216.55,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,13283.43,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,13346.69,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,13417.03,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,13430.05,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,13416.97,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,13477.16,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,13495.11,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,13565.39,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,13584.47,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,13598.18,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,13624.36,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,13655.49,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,13664.49,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,13700.88,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,13737.44,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,13468.11,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,13563.88,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,13592.29,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,13589.02,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,13576.23,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,13578.81,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,13598.33,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,13649.22,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,13734.93,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,13777.9,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,13748.17,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,13759.6,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,13759.1,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,13788.89,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,13840.56,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,13857.85,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,13854.57,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,13865.25,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,13817.88,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,13743.71,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,13647.25,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,13568.07,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,13508.09,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,13441.29,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,13426.73,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,13380.13,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,13324.61,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,13366.73,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,13376.56,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,13357.32,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,13341.54,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,13285.18,,
"ITA","Italy","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,13259.9,,
