DATE;LFEMTTTTATQ647S;LFEMTTTTAUQ647S;LFEMTTTTBEQ647S;LFEMTTTTCAQ647S;LFEMTTTTCHQ647S;LFEMTTTTDEQ647S;LFEMTTTTDKQ647S;LFEMTTTTESQ647S;LFEMTTTTFIQ647S;LFEMTTTTFRQ647S;LFEMTTTTGBQ647S;LFEMTTTTGRQ647S;LFEMTTTTIEQ647S;LFEMTTTTISQ647S;LFEMTTTTITQ647S;LFEMTTTTJPQ647S;LFEMTTTTLUQ647S;LFEMTTTTNLQ647S;LFEMTTTTNOQ647S;LFEMTTTTNZQ647S;LFEMTTTTPTQ647S;LFEMTTTTSEQ647S;LFEMTTTTTRQ647S;LFEMTTTTUSQ647S
2013-01-01;4090459,3434682100;11452833,3766667000;4504781,9399053200;17523400,0000000000;4370652,8015023400;39314154,353195900;2645015,8607715100;17192422,148016900;2461702,6329838200;25684613,142632400;29839224,150000000;3544743,3151807300;1909710,6735411300;169939,86252925800;22304630,378634500;63036666,6666667;239607,68146202700;8316991,4573736500;2593803,7225880900;2193000;4406208,4958094900;4680594,8017883000;25433843,867488500;143323333,3333330
2013-04-01;4111004,0279678100;11466112,4966667000;4556514,9442756900;17573000,0000000000;4382641,5701552500;39647296,690451500;2635151,7979555800;17118511,980467200;2466451,6790158100;25774250,124716500;29938306,650000000;3523314,2003187600;1929930,3352344400;171829,23907613400;22154773,072427000;63180000,0000000;237362,21518992700;8304057,9836090100;2594408,8989528100;2205000;4412258,9643566000;4695272,4875654300;25524386,708165100;143838666,6666670
2013-07-01;4114619,8843242400;11465551,9700000000;4553515,6454387300;17600400,0000000000;4393931,3069574600;39566366,697092700;2634271,7769876200;17117123,088356800;2450415,9325040100;25854285,995800600;30106409,860000000;3498319,3283974100;1948984,4350024900;174829,34753428000;22133783,788154000;63246666,6666667;237965,23914468600;8264703,4763540400;2606244,4617733900;2239000;4428838,7578250100;4712657,9333092800;25528748,059900100;144336000,0000000
2013-10-01;4102816,7442397400;11444872,6966667000;4506387,4703802600;17616466,6666667000;4424574,3213849500;39597682,259259900;2630560,5642852800;17127942,783159200;2448229,7554963600;25827750,736850600;30290440,550000000;3486423,1561031100;1962474,5562219400;176301,55086032800;22168912,760784500;63590000,0000000;239764,86420336000;8254947,0826633000;2611742,9166857200;2258000;4470393,7820089000;4729474,7773369800;25592021,364446300;144264666,6666670
2014-01-01;4106478,9321099800;11485203,8633333000;4523179,2791434800;17634933,3333333000;4413285,5898477800;39690572,339165600;2638116,3701229100;17117997,316985300;2446298,1871752400;26377635,606873700;30531952,870000000;3534468,8772459800;1969486,8793888300;174659,70946164400;22210778,704772200;63513333,3333333;245060,68551635800;8209046,0200526100;2611123,3748177000;2281000;4469743,2027304300;4737166,2027629900;25817470,787787300;145310666,6666670
2014-04-01;4118403,9002222700;11528374,9033333000;4552857,2973234000;17627066,6666667000;4458015,4189487900;39872095,536581700;2662161,1195097300;17309512,833397200;2452408,2678460500;26399376,228436900;30704673,220000000;3526538,7306032000;1976990,0417877100;176491,47477142600;22232667,126110000;63710000,0000000;245446,40052493500;8224275,0230484000;2623975,0349823600;2290000;4502981,4268464400;4759458,4080539200;25939833,739195900;145913000,0000000
2014-07-01;4108587,0027865800;11549476,3466667000;4543495,1892050100;17685900,0000000000;4467997,1475083000;39942715,710333200;2668130,1023260000;17389925,092326700;2447882,8913850700;26348779,354738200;30833160,670000000;3540597,2803992700;1994439,9941026700;179138,53082594600;22307079,448680400;63763333,3333333;241277,05647755400;8237061,1873102300;2625464,7379558500;2315000;4526646,9981628200;4802693,9650015700;25908424,898722600;146569000,0000000
2014-10-01;4117230,1648811700;11560395,8533333000;4554568,2343281100;17730333,3333333000;4536801,8436951300;39979916,413919500;2687192,4080413700;17559364,757290800;2442210,6535936500;26380108,809951200;30944018,630000000;3543395,1117515500;2014283,0847207900;180110,28494098400;22365174,720437400;63860000,0000000;250715,85748115300;8273817,7695887500;2645836,8522440800;2346000;4498628,3722603200;4789181,4241815200;26057170,574294200;147482000,0000000
2015-01-01;4125801,3389492800;11655146,9233333000;4575704,0500674800;17754400,0000000000;4535026,3439430200;40113406,705406200;2693117,1681628100;17631453,740580900;2441277,4725283200;26358720,999710900;31155670,350000000;3562454,8323058100;2030664,4749875100;182033,73347333800;22385533,437830000;63920000,0000000;257461,85876867300;8287943,9988977000;2636045,7780318900;2364000;4521089,0869215800;4810259,9213914700;26340662,083750600;148106000,0000000
2015-04-01;4128523,0904668000;11720614,0400000000;4528240,7319197500;17772833,3333333000;4528238,8803430400;40102810,011388500;2708785,9535710200;17821190,601597500;2428270,8786182900;26412636,477404200;31110493,920000000;3610067,2937437300;2050906,9408105600;184040,01114616400;22390598,222895000;63916666,6666667;261140,85693606400;8321880,5308446000;2642974,1314194400;2366000;4571287,9069612300;4818073,5433712700;26492070,888275500;148714666,6666670
2015-07-01;4162673,7836851300;11775035,6833333000;4556655,4952224900;17833200,0000000000;4524621,2636938800;40142039,878709800;2706369,9965836000;17930269,248241200;2442222,3363333000;26506018,389843700;31332858,900000000;3619168,6353383900;2066608,4114316700;182754,18130583000;22525539,684437300;64050000,0000000;255166,04562162300;8325529,3512506800;2641094,5143863400;2357000;4536330,6217021400;4853768,9356566900;26759769,653519600;148945666,6666670
2015-10-01;4176101,7868987900;11885921,5133333000;4545899,7227902800;17827900,0000000000;4565613,5120200600;40485243,404495600;2727826,8816825700;18081286,409580400;2435429,3125200800;26491424,133041200;31539689,690000000;3651209,2386120700;2081220,1727702600;185672,07407466800;22557328,654837700;64190000,0000000;256031,23867364000;8339446,1190070100;2643885,5761623400;2387000;4566092,3844150500;4865297,5995805700;26881497,374454300;149612333,3333330
2016-01-01;4199107,0940545100;11921389,3300000000;4550040,6863031400;17835133,3333333000;4593220,6867104800;41168084,153162000;2731922,5622222800;18213636,779102500;2445273,3144299400;26488091,364237200;31572302,100000000;3663704,5564499000;2102178,3565527400;186852,44244094900;22622125,845436400;64376666,6666667;258768,60304812900;8357459,8766505200;2646970,9657640500;2418000;4554056,7250837800;4877863,1086216300;27179212,798921200;150936666,6666670
2016-04-01;4211969,9854304600;11955476,2133333000;4566388,7462754200;17879366,6666667000;4591345,5284427500;41122983,769891300;2765437,4498942600;18253864,353458600;2443556,1087539800;26619695,062520900;31746712,630000000;3672996,3880846200;2125711,1035301400;189588,66349935900;22790031,462002800;64490000,0000000;258713,86843727700;8409575,1809828200;2630490,7418893100;2479000;4592660,0946454700;4908797,1733730700;27312865,464589400;151143000,0000000
2016-07-01;4233583,2863968500;11977965,2000000000;4568122,1674352400;17922133,3333333000;4598063,4171386000;41332318,384581600;2769699,8500377000;18405245,679313100;2455878,6296342900;26654601,664111200;31810383,760000000;3682334,9732248600;2144006,3730206500;191583,10785536000;22785176,253430900;64826666,6666667;260056,83007802200;8444773,0592147300;2641832,4626365400;2504000;4628796,6535378200;4910293,5361432900;27093960,950367500;151698000,0000000
2016-10-01;4236339,6341181800;12008869,2000000000;4662348,3999862100;18026666,6666667000;4635070,3677081700;41445913,692365200;2774040,1378457600;18493553,188125800;2447791,9471817900;26558411,909130700;31845113,810000000;3675064,0822406200;2157004,1668964700;193875,78620433200;22834066,439129800;64916666,6666667;264460,69843657200;8496391,8831519300;2633305,8297101000;2530000;4645586,5267329300;4942646,1818620200;27276460,786122000;151968000,0000000
2017-01-01;4239208,5795447600;12070249,2133333000;4588164,4654656700;18147900,0000000000;4627779,9257426400;41436869,391690100;2770199,8955492700;18631147,513398600;2455514,2303108800;26548052,131899500;31946014,650000000;3720514,4197790000;2168952,9535960200;193857,85322296600;22950659,081189500;64910000,0000000;269673,23435562000;8536315,9978406900;2637178,7870614500;2560000;4694598,9356811000;4990028,7197129800;27691941,804464400;152538000,0000000
2017-04-01;4258567,5179410800;12202108,3366667000;4623985,2568237900;18228866,6666667000;4633133,4718631300;41566316,279810200;2788875,0905336600;18763968,544143500;2461611,5364953900;26875375,234830500;32065220,080000000;3747651,1692783700;2183242,1677144500;193460,57099773500;22920498,655002000;65223333,3333333;269636,16852233800;8580985,4216354900;2643849,9036818000;2557000;4747262,9425279000;5009269,2189427600;28032962,634788300;153215666,6666670
2017-07-01;4260395,2076880500;12310100,3500000000;4642266,5505755000;18319700,0000000000;4632256,6115906200;41877490,986678400;2790672,2452810400;18923667,487952600;2470962,7679204600;26822357,203716400;32063143,510000000;3768902,3348944700;2199752,4378911400;192030,64198077700;23088779,924005900;65543333,3333334;275807,28065778700;8629479,3157477000;2643940,5961356100;2606000;4774078,2131873800;5041277,8115121500;28403287,878161500;153823333,3333330
2017-10-01;4283528,6948261100;12401106,7866667000;4696683,7271350400;18442200,0000000000;4653729,9908036100;41773623,341821200;2804552,7686360200;18980316,454505300;2504611,4652732600;26966715,429553500;32153619,080000000;3773532,0760481600;2224452,4407983800;196350,93379852100;23131862,339802600;65540000,0000000;272283,31646425500;8672519,2647761200;2650530,7131211300;2623000;4810559,9086036100;5046024,2498321100;28658307,682585800;153764333,3333330
2018-01-01;4300399,2415384400;12477556,9833333000;4732730,9685763600;18470100,0000000000;4659025,4062165000;41852521,397326600;2813051,9120793300;19076385,974993300;2518373,0645718300;26928886,266985000;32343075,260000000;3793365,5335022400;2221253,9992904500;196539,13563888000;23133329,354856900;66340000,0000000;279031,66896703800;8714798,2029824100;2666948,0269568700;2635000;4840913,7988526000;5081396,2325777000;28948527,522246000;154978333,3333330
2018-04-01;4312460,0478106500;12536932,0066667000;4711049,3217521800;18511066,6666667000;4660110,3099984200;41780601,149060200;2830888,5313081600;19292466,602343500;2540065,7013321600;27036525,134881900;32386445,240000000;3814151,2812053900;2259113,4879808500;196612,65986388000;23279150,376079300;66656666,6666666;276212,62074200800;8771577,5643686200;2681105,5047456200;2651000;4857827,0741522900;5092950,0971155600;28784334,305630200;155606333,3333330
2018-07-01;4323869,1831929200;12610688,8333333000;4785676,3894616500;18592366,6666667000;4691681,2741342800;42031070,678968300;2836596,8171797700;19401763,503586000;2542477,9666230200;27062666,770983300;32430613,080000000;3838985,2690773700;2272005,9622400400;200069,20965195800;23224673,826327700;66636666,6666666;279916,68740774200;8827916,2833802200;2691621,5071505200;2677000;4875223,6621481600;5102538,6658090700;28841010,852337400;155900333,3333330
2018-10-01;4339471,5274579900;12688479,4433333000;4791243,3202098100;18704333,3333333000;4690283,0096508100;41994006,774644900;2848462,7394327400;19540183,919077300;2558783,2674730000;27060221,827149800;32597306,400000000;3865597,9162150000;2277726,5504886600;200278,99484528300;23222746,442736100;66900000,0000000;284339,02288321100;8877707,9492687600;2703724,9611469800;2682000;4892735,4648469500;5112115,0044976700;28361127,319786400;156549666,6666670
2019-01-01;4352051,9446319400;12753961,1200000000;4786523,2859563400;18847900,0000000000;4686535,5257591300;42234058,906923000;2861047,4881638900;19681426,054682100;2562264,5870972600;27048059,173679200;32696693,780000000;3889924,7398319100;2301699,6090500100;201536,49985001200;23311038,930328900;67043333,3333334;286176,42697576000;8921715,1471814500;2700337,9005516400;2674000;4916791,2193997600;5121528,1293360600;28173000,094249100;156779333,3333330
2019-04-01;4348258,9864061800;12849035,3000000000;4867984,4001376800;18979633,3333333000;4709805,4860854600;42282070,232006400;2877956,1936826500;19752713,578621600;2560145,0850610400;27208565,018958300;32811255,670000000;3911736,7357903400;2311346,9103610500;202183,40639621400;23359226,328175000;67103333,3333334;291027,19500098800;8976458,7362832500;2707576,6463271400;2689000;4902731,1235123700;5124042,4146767200;28017177,048916200;156918333,3333330
2019-07-01;4349543,1709478000;12921687,0500000000;4853079,6646305300;19031333,3333333000;4700338,9624806100;42324597,164295400;2886598,1075767800;19746947,794176200;2565640,1685851100;27047496,349065400;32753276,870000000;3912298,0939904200;2323428,2106088100;198548,27055075000;23379731,770346600;67300000,0000000;290364,81147372800;9007279,8689938700;2730400,5119984200;2704000;4922947,5644656700;5142823,2079400600;28028890,297326200;157902666,6666670
2019-10-01;4369645,8980140800;12939628,9433333000;4820412,6492754400;19057800,0000000000;4726420,0256748100;42742073,696775100;2884898,2105766800;19936112,572520100;2574250,1592565900;27226979,458297100;32933598,300000000;3930140,4303873400;2353525,2699801400;201731,82320302500;23389402,971149500;67513333,3333333;288931,56654952500;9024046,2475414200;2723884,9411228100;2715000;4909830,0926222000;5137806,2480471600;28101532,559508500;158543666,6666670
2020-01-01;4335826,4214398100;12991087,0633333000;4843705,2676033200;18790066,6666667000;4714942,7160586900;42162530,607049900;2879691,9298250900;19893444,289977100;2576795,3923096900;27215573,794955100;33012173,830000000;3932024,6433112500;2359368,6350769100;200272,36124815100;23341960,751359300;67403333,3333333;288545,44184439000;9046964,7986122700;2728191,8150952500;2742000;4902783,9179211800;5109380,2742308900;27561235,419322800;157642333,3333330
2020-04-01;4217663,2244243600;12306910,3900000000;4778565,0861202800;16657100,0000000000;4625590,9218546000;41857593,941619000;2835314,4437114700;18556708,660606100;2481123,0284107500;26752779,421985300;32604611,710000000;3804125,8013624800;2234080,8778145000;193325,77895411300;22535311,637791800;66346666,6666666;291174,85238575600;8931948,0359456100;2690301,2623035600;2732000;4725605,7575442100;5032573,1905621200;25650894,464799800;137564666,6666670
2020-07-01;4318489,3477285400;12562246,3333333000;4815173,5045780000;18069133,3333333000;4701569,2825328500;41640800,105598200;2844442,2105363400;19048551,550742700;2516027,4900933100;26935949,332506700;32350307,710000000;3864852,4654341300;2282182,4995486400;197770,71354433900;22769092,445634700;66550000,0000000;292280,48647738800;8962362,1544792000;2688554,0753324500;2714000;4776588,6672349600;5059106,7469336300;27052788,548752000;146198666,6666670
2020-10-01;4315321,0064073000;12811811,0500000000;4774556,1416984100;18501733,3333333000;4742297,0795538600;41776475,345733100;2849851,4159270900;19310895,498674200;2538754,0891862400;27076897,450552900;32148639,340000000;3900897,0898921300;2301467,9875599500;186831,14625339600;22968735,165214200;66753333,3333334;297499,21929246600;8983025,0109629200;2700952,8472687500;2732000;4851521,6572996500;5056139,7882733600;26955481,567125400;149769333,3333330
2021-01-01;4250597,6000000000;12974107,3400000000;4740129,7460000000;18545833,3333333000;4654172,4940000000;41458342,750000000;2851719,7780000000;19430394,629000000;2547167,2080000000;27345332,590000000;32180940,640000000;3823829,5440000000;2296423,9950000000;188091,76829000000;22565760,473000000;66916666,6666666;301259,56140000000;9147878,2080000000;2720975,8050000000;2747000;4762582,4280000000;5053793,8130000000;;150372666,6666670
2021-04-01;4253853,6660000000;13108253,1700000000;4838189,4770000000;18658766,6666667000;4642247,0140000000;41635354,720000000;2894308,7720000000;19616262,417000000;2569741,0740000000;27664126,640000000;32276053,470000000;3885277,3330000000;2350758,1400000000;193686,33775000000;22708850,534000000;66563333,3333334;309385,48430000000;9310933,9640000000;2784405,6970000000;2775000;4813280,0370000000;5109903,5230000000;;151466000,0000000
2021-07-01;;13025355,8200000000;;18996400,0000000000;;;;;;;;;;;;66773333,3333334;;;;2830000;;;;153159666,6666670
