0,405785062
0,407954425
0,411322647
0,410123788
0,414690868
0,401446336
0,440951578
0,4051
0,4011
0,4032
0,3901
0,4318
0,4372
0,4146
0,4441
0,4635
0,4571
0,4667
0,4929
0,4671
0,4387
0,4454
0,4637
0,456
0,4578
0,4449
0,4659
0,4423
0,4407
0,4552
0,4529
0,4193
0,3613
0,3369
0,3251
0,3442
0,367
0,3435
0,3501
0,3475
0,3556
0,3422
0,3321
0,3231
0,3364
0,3394
0,3346
0,3299
0,3356
0,34
0,3348
0,3425
0,337
0,3378
0,3442
0,3478
0,3367
0,3444
0,3485
0,3393
0,3263
0,3334
0,3359
0,3333
0,3331
0,3343
0,3341
0,3358
0,3349
0,3421
0,3463
0,3454
0,3533
0,3638
0,3674
0,3756
0,4063
0,3825
0,4063
0,4008
0,3998
0,3955
0,4082
0,4068
0,4078
0,4211
0,4348
0,4464
0,4539
0,4647
0,4761
0,4482
0,4382
0,4453
0,464
0,4833
0,4932
0,4974
0,4823
0,465
0,479
