0,455
0,46
0,465
0,4675
0,463104167
0,47
0,458708333
0,396716667
0,447416667
0,435283333
0,388916667
0,4225
0,3959
0,397
0,4154
0,4354
0,4214
0,4407
0,4206
0,4295
0,4275
0,4159
0,4108
0,4112
0,4344
0,4487
0,4601
0,4661
0,441
0,429
0,4252
0,3824
0,3911
0,387
0,3504
0,3226
0,2942
0,297
0,3287
0,332
0,3235
0,322
0,3197
0,3293
0,3319
0,3289
0,3353
0,3442
0,3436
0,3474
0,3405
0,3588
0,3611
0,3682
0,3588
0,3641
0,3684
0,3715
0,3646
0,3621
0,348
0,3396
0,3314
0,3335
0,3303
0,339
0,3333
0,3341
0,3319
0,3168
0,3138
0,3103
0,3069
0,3073
0,2993
0,3043
0,3052
0,3105
0,3139
0,3173
0,3209
0,3242
0,3264
0,3244
0,3223
0,3222
0,3237
0,3241
0,3204
0,3217
0,3259
0,33
0,3305
0,3309
0,3303
0,3311
0,3345
0,3289
0,3281
0,3315
0,3303
0,3269
0,329566667
