0,264101656
0,265521558
0,263024898
0,266941459
0,260528238
0,225319417
0,254115017
0,247223762
0,220889324
0,21464865
0,220889324
0,214906919
0,234669654
0,245025875
0,240138621
0,253419056
0,240940396
0,265461355
0,2657944
0,264583181
0,267872342
0,271748818
0,281319174
0,273699724
0,2683585
0,266175882
0,241452788
0,236839598
0,245036826
0,230371783
0,225385472
0,223022699
0,22193063
0,225909878
0,229543354
0,241156955
0,269411433
0,256860206
0,263326401
0,244308979
0,269792596
0,268249013
0,266881447
0,248778914
0,254866365
0,257441795
0,253961302
0,260194386
0,274736699
0,267821119
0,264042056
0,274051896
0,273790548
0,272354025
0,280294191
0,281773763
0,283871327
0,283876914
0,279392244
0,274677216
0,274102928
0,278078897
0,272819916
0,272253095
0,264334903
0,269283852
0,26326031
0,261008981
0,259576784
0,257669752
0,261730081
0,260009881
0,256795873
0,259889793
0,259164952
0,263638382
0,263764205
0,262532733
0,264222817
0,261476186
0,262450924
0,259338778
0,262360726
0,257959741
0,256698272
0,253789841
0,254459373
0,257276659
0,260635571
0,263914509
0,264314379
0,264634276
0,264154431
0,264794224
0,267513343
0,268034794
0,268395001
0,27211412
0,272154431
0,270435312
0,273567954
0,3269
0,329566667
