date,exusal,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exusnz,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exusuk,exukus,exvzus,exauus,exbeus,exfnus,exfrus,exgeus,exgrus,exusir,exirus,exitus,exneus,expous,exspus,exusec,execus,exuseu,exeuus,twexb,twexm,twexo,indexgx
01-Jan-10,,,,,,,,,,,,,,,,,"73,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jan-10,"0,9133","10,949","1,72","10,377","68,273","51,597","77,555","46,27","92,55",1149,"3,396","12,911","0,7327","13,648","57,113","13,971","72,955","114,4","70,633","10,294","31,65","33,18","16,109","0,6208","2,145",,,,,,,,,,,,,,,"14,419","0,6935","101,113","73,613","131,034",
05-Jan-10,"0,9143","10,937","17,296","10,371","68,258","51,668","77,564","46,13","91,48","1138,2","3,385","12,816","0,7357","13,592","56,986","13,956","7,306","114,3","70,919","10,322","31,89","33,15","16,009","0,6246","2,145",,,,,,,,,,,,,,,"14,402","0,6943","100,949","73,533","130,764",
06-Jan-10,"0,9189","10,883","17,292","10,333","68,272","51,638","77,546","45,72","92,53",1130,"3,379","12,742","0,7355","13,596","56,805","13,945","7,306","114,3","70,744","10,282","31,83","33,14","16,016","0,6244","2,145",,,,,,,,,,,,,,,"14,404","0,6943","100,82","73,566","130,415",
07-Jan-10,"0,9168","10,908","17,409","10,351","6,828","51,981","77,539","45,67","93,31",1135,"3,368","12,759","0,7325","13,652","57,118","13,971","7,44","114,27","71,251","10,341","31,85","33,11","15,912","0,6285","2,145",,,,,,,,,,,,,,,"14,314","0,6986","101,087","73,95","130,491",
08-Jan-10,"0,9218","10,848","17,342","10,345","68,274","51,827","77,553","45,5","92,7","1127,75","3,375","12,726","0,7338","13,628","56,868","13,941","73,565","114,35","71,185","10,296","31,82","33,13","15,993","0,6253","2,145",,,,,,,,,,,,,,,"14,357","0,6965","100,866","73,717","130,308",
11-Jan-10,"0,9295","10,758","1,733","10,317","68,263","51,185","7,755","45,35","91,9",1120,"3,335","12,666","0,7423","13,472","56,162","13,878","73,425","114,3","70,242","10,154","31,75","33,01","16,146","0,6193","2,145",,,,,,,,,,,,,,,"14,536","0,6879","100,307","73,085","129,905",
12-Jan-10,"0,9242","1,082","17,407","10,374","68,267","51,232","77,552","45,6","90,95","1120,25","33,425","12,716","0,7416","13,484","56,341","13,884","7,425","114,25","70,409","1,016","31,8","33,01","16,181","0,618","4,289",,,,,,,,,,,,,,,"14,523","0,6886","100,653","73,101","130,693",
13-Jan-10,"0,9225","1,084","1,748","10,319","68,295","51,336","77,564","45,47","91,38",1122,"33,445","12,762","0,7394","13,524","56,445","13,885","74,222","114,35","70,453","10,194","31,75","33,02","16,288","0,6139","4,289",,,,,,,,,,,,,,,"14,492","0,69","100,708","73,077","130,854",
14-Jan-10,"0,9306","10,746","17,684","1,026","68,265","51,387","77,578","45,55","91,03","1122,5","3,337","12,72","0,7425","13,468","56,354","13,879","7,406","114,35","70,217","10,206","31,75","32,85","1,632","0,6127","4,289",,,,,,,,,,,,,,,"14,478","0,6907","100,563","72,9","130,771",
15-Jan-10,"0,9234","1,083","17,681","10,287","68,269","51,768","77,594","45,8","90,79",1123,"3,338","12,685","0,738","1,355","56,816","1,391","7,388","114,2","70,611","10,264","31,79","32,86","1,624","0,6158","4,289",,,,,,,,,,,,,,,"14,376","0,6956","100,725","73,181","130,746",
18-Jan-10,,,,,,,,,,,,,,,,,"7,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-10,"0,9232","10,832","17,767","10,325","68,268","52,154","77,626","45,84","91,13","1129,3","3,338","12,65","0,7381","13,548","57,059","13,908","7,4","114,2","70,926","1,034","31,83","32,89","1,637","0,6109","4,289",,,,,,,,,,,,,,,"14,269","0,7008","100,932","73,488","130,79",
20-Jan-10,"0,9085","11,007","1,792","10,477","68,258","52,812","77,684","46,1","91,23","1133,5","3,362","12,77","0,7195","13,899","57,772","14,006","75,551","114,35","71,896","10,453","31,97","32,96","16,287","0,614","4,289",,,,,,,,,,,,,,,"14,094","0,7095","101,634","74,268","131,312",
21-Jan-10,"0,9053","11,046","18,021","10,483","68,268","52,762","77,703","46,1","90,25",1141,"3,368","12,783","0,7142","14,002","57,878","1,401","7,57","114,35","72,175","10,426","31,92","32,96","16,214","0,6168","4,289",,,,,,,,,,,,,,,"14,106","0,7089","101,611","74,153","131,425",
22-Jan-10,"0,905","1,105","1,821","10,561","6,827","52,611","77,713","46,21","90,07",1153,"33,955","12,93","0,713","14,025","57,904","1,402","7,61","114,3","72,227","1,04","31,98","33,02","1,612","0,6203","4,3",,,,,,,,,,,,,,,"14,154","0,7065","101,902","74,227",132,
25-Jan-10,"0,903","11,074","1,82","10,582","68,268","5,263","77,679","46,06","90,12",1146,"3,397","12,91","0,7143","1,4","58,156","13,995","7,61","114,35","72,387","10,403","31,91","32,95","16,236","0,6159","4,3",,,,,,,,,,,,,,,"14,146","0,7069","101,875","74,258","131,89",
26-Jan-10,"0,8949","11,174","18,466","10,669","68,263","5,293","77,742",,"89,63","1163,1","3,42","12,953","0,704","14,205","58,625","14,044","76,265","114,47","73,075","10,466","32,04","33,02","16,109","0,6208","4,3",,,,,,,,,,,,,,,"14,063","0,7111","102,292","74,626","132,34",
27-Jan-10,"0,8967","11,152","18,529","10,657","68,268","52,978","77,752","46,3","89,41",1162,"3,43","12,928","0,707","14,144","58,539","14,044","76,005","114,5","72,952","10,472","32,01","33,02","16,204","0,6171","4,289",,,,,,,,,,,,,,,"14,053","0,7116","102,255","74,548","132,365",
28-Jan-10,"0,9024","11,082","18,525","10,584","68,267","53,195","77,691","46,35","90,08","1151,4","3,404","12,929","0,7119","14,047","58,499","14,025","75,594","114,63","72,992","10,517","31,97","33,07","16,242","0,6157","4,289",,,,,,,,,,,,,,,"13,993","0,7146","102,242","74,594","132,268",
29-Jan-10,"0,8873","1,127","18,755","10,652","68,268","53,676","77,665","46,08","90,38","1158,7","3,41","13,029","0,7046","14,192","59,201","14,055","7,58","114,6","73,852","10,557","31,94","33,17","16,009","0,6246","4,289",,,,,,,,,,,,,,,"1,387","0,721","102,72","75,173","132,558",
01-Feb-10,"0,8877","11,265","18,645","10,651","6,826","53,533","77,665","46,27","90,8","1165,75","3,413","12,94","0,7066","14,152","58,786","14,122","7,525","114,6","72,766","10,586","32,04","33,16","15,924","0,628","4,289",,,,,,,,,,,,,,,"13,904","0,7192","102,689","75,182","132,473",
02-Feb-10,"0,8843","11,308","18,325","10,607","6,827","53,346","77,675","46,11","90,39","1158,95","3,42","12,862","0,7116","14,053","58,383","14,092","74,661","114,65","72,426","10,557","32,04","33,11","15,968","0,6263","4,289",,,,,,,,,,,,,,,"13,955","0,7166","102,366","74,908","132,11",
03-Feb-10,"0,8818","1,134","18,507","10,608","6,826","53,511","77,658","45,97","91,11","1148,1","3,397","12,97","0,7079","14,126","58,601","14,121","74,963","114,55","7,267","1,059","31,98","33,04","15,915","0,6283","4,289",,,,,,,,,,,,,,,"13,907","0,7191","102,569","75,148","132,243",
04-Feb-10,"0,8646","11,566","18,865","10,735","6,828","54,095","7,767","46,21","89,11","1145,9","3,42","13,089","0,6873","1,455","59,539","1,42","76,835","114,55","73,958","10,655","32,07","33,14","15,763","0,6344","4,289",,,,,,,,,,,,,,,"13,759","0,7268","103,047","75,564","132,765",
05-Feb-10,"0,8617","11,605","18,845","10,727","68,275","54,708","77,703","46,72","89,25","1168,95","3,442","13,194","0,684","1,462","60,166","14,228","77,701","114,65","74,777","10,779","32,1","33,18","15,619","0,6402","4,289",,,,,,,,,,,,,,,"13,608","0,7349","103,534","75,986","133,299",
08-Feb-10,"0,8693","11,504","18,648","10,692","68,265","54,328","77,701","46,79","89,32",1170,"3,44","13,144","0,6878","14,539","59,418","14,214","77,375","114,65","7,402","10,696","32,14","33,17","1,565","0,639","4,289",,,,,,,,,,,,,,,"13,699","0,73","103,278","75,67","133,153",
09-Feb-10,"0,8772","1,14","1,845","1,069","68,267","5,397","77,702","46,49","89,45",1158,"34,305","13,068","0,694","14,409","59,068","14,165","7,68","114,7","7,328","10,641","32,05","33,15","15,679","0,6378","4,289",,,,,,,,,,,,,,,"13,795","0,7249","102,948","75,431","132,723",
10-Feb-10,"0,874","11,442","18,575","10,667","6,828","54,237","77,716","46,36","89,88",1161,"34,315","13,052","0,6922","14,447","59,124","14,178","7,74","114,65","73,148","10,682","32,08","33,16","15,606","0,6408","4,289",,,,,,,,,,,,,,,"13,722","0,7288","103,091","75,638","132,763",
11-Feb-10,"0,8886","11,254","18,551","10,522","68,328","54,579","77,683","46,39","89,82","1156,2","3,429","13,042","0,7","14,286","59,192","14,129","76,425","114,7","72,718","10,747","32,05","33,16","15,674","0,638","4,289",,,,,,,,,,,,,,,"1,364","0,7331","102,939","75,435","132,696",
12-Feb-10,"0,8839","11,313","18,624","10,529","68,326","54,634","77,699","46,44",90,1151,"3,419","12,982","0,695","14,388","59,135","14,115","77,025","114,65","72,563","10,767","32,08","33,17","15,669","0,6382","4,289",,,,,,,,,,,,,,,"13,625","0,7339","102,903","75,522","132,489",
15-Feb-10,,,,,,,,,,,,,,,,,"77,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-10,"0,8994","11,119","18,394","10,427","68,326","54,163","77,706","45,99","90,46",1147,"34,236","12,851","0,7049","14,186","58,521","14,059","7,67","114,4","71,868","10,681","32,07","33,15","15,732","0,6356","4,289",,,,,,,,,,,,,,,"13,742","0,7277","102,409","75,037","132,028",
17-Feb-10,"0,8994","11,119","18,355","10,455","68,326","54,636","77,671",46,"90,79",1144,"3,386","12,877","0,7042","14,201","58,851","14,063","7,6","114,25","72,038","10,768","31,99","33,15","15,704","0,6368","4,289",,,,,,,,,,,,,,,"13,623","0,7341","102,625","75,42","131,987",
18-Feb-10,"0,8971","11,147","18,229","1,045","6,833","54,877","77,656","46,2","91,43","1144,2","33,975","12,846","0,7016","14,253","5,953","14,077","76,225","114,35","72,189","10,806","32,04","33,16","15,582","0,6418","4,289",,,,,,,,,,,,,,,"13,563","0,7373","102,778","75,689","131,962",
19-Feb-10,"0,8954","11,168","1,805","10,419","6,829","54,964","77,658","46,24","91,94",1153,"3,409","12,824","0,6959","1,437","59,667","14,126","76,493","114,35","72,483","10,824","32,08","33,17","15,437","0,6478","4,289",,,,,,,,,,,,,,,"13,538","0,7387","102,86","75,819","131,969",
22-Feb-10,"0,8994","11,119","1,808","10,428","68,264","54,774","77,629","46,15","91,11","1149,2","3,4","12,799","0,701","14,265","59,096","14,085","7,715","114,35","72,035","10,773","32,02","33,1","15,477","0,6461","4,289",,,,,,,,,,,,,,,"1,359","0,7358","102,628","75,566","131,787",
23-Feb-10,"0,8935","11,192","18,225","10,517","68,267","5,498","77,621","46,25","90,04",1155,"34,025","12,854","0,695","14,388","59,334","14,105","77,461","114,25","72,477","10,818","32,08","33,06","15,464","0,6467","4,289",,,,,,,,,,,,,,,"13,537","0,7387","102,844","75,75","132,031",
24-Feb-10,"0,8941","11,184","18,203","10,551","68,269","54,824","77,657","46,27","90,06",1156,"3,398","12,85","0,6935","1,442","59,203","14,085","7,755","114,25","72,038","10,779","32,06",33,"15,432","0,648","4,289",,,,,,,,,,,,,,,"13,576","0,7366","102,834","75,738","132,024",
25-Feb-10,"0,8811","11,349","1,84","10,675","68,267","55,229","7,764","46,29","88,85","1166,2","3,404","12,854","0,6861","14,575","59,843","14,107","7,85","114,5","72,505","10,858","32,09","33,07","15,201","0,6579","4,289",,,,,,,,,,,,,,,"13,476","0,7421","103,19","76,184","132,224",
26-Feb-10,"0,8961","11,159","1,801","1,052","68,258","54,482","77,619","46,05","88,84",1159,"3,401","12,758","0,7","14,286","58,992","14,049","7,64","114,6","7,101","10,711","32,12","33,02","15,239","0,6562","4,289",,,,,,,,,,,,,,,"1,366","0,7321","102,491","75,358","131,763",
01-Mar-10,"0,9001","1,111","17,971","10,421","68,263","55,057","77,647","46,01","89,28",1153,"33,865","12,741","0,6991","14,304","59,508","14,059","7,621","114,55","72,029","10,827","32,04","32,84","14,974","0,6678","4,289",,,,,,,,,,,,,,,"13,516","0,7399","102,6","75,653","131,6",
02-Mar-10,"0,9043","11,058","17,822","10,325","68,265","54,868","77,623","46,01","88,95",1147,"33,775","12,718","0,6962","14,364","5,945","14,035","7,598","114,55","7,183","1,079","32,01","32,71","1,494","0,6693","4,289",,,,,,,,,,,,,,,"13,564","0,7372","102,29","75,291","131,391",
03-Mar-10,"0,9077","11,017","17,763","10,286","68,258","54,198","77,621","45,55","88,43",1141,"33,665","12,687","0,6949","14,391","58,582","13,981","7,505","114,25","71,208","10,652","31,95","32,65","15,124","0,6612","4,289",,,,,,,,,,,,,,,"13,731","0,7283","101,807","74,665","131,152",
04-Mar-10,"0,8997","11,115","17,895","10,307","68,258","5,484","77,632","45,82","89,02","1145,5","33,685","12,718","0,6875","14,545","59,384","14,001","7,48","114,15","71,651","1,078","31,94","32,61","15,031","0,6653","4,289",,,,,,,,,,,,,,,"13,571","0,7369","102,215","75,217","131,323",
05-Mar-10,"0,9065","11,031","17,781","10,284","6,826","54,673","77,634","45,49","90,32","1139,5","3,358","12,659","0,6952","14,384","5,899","13,991","74,202","114,18","71,213","10,751","31,91","32,63","15,115","0,6616","4,289",,,,,,,,,,,,,,,"13,608","0,7349","102,08","75,213","131,015",
08-Mar-10,"0,9084","11,008","1,787","10,286","68,261","54,663","77,578","45,5","90,3","1131,5","3,333","12,665","0,6988","1,431","59,038","13,992","74,031","114,15","71,164","10,744","31,85","32,69","1,506","0,664","4,289",,,,,,,,,,,,,,,"13,613","0,7346","102,044","75,219","130,922",
09-Mar-10,"0,9138","10,943","17,894","10,249","68,263","54,755","77,597","45,6","89,89","1135,15","33,395","12,628","0,7027","14,231","5,903","13,983","7,385","114,1","71,461","10,765","31,8","32,71","15,003","0,6665","4,289",,,,,,,,,,,,,,,"13,586","0,7361","101,996","75,156","130,898",
10-Mar-10,"0,917","10,905","17,685","10,241","68,259","54,476","77,587","45,35","90,62","1128,1","3,319","12,595","0,7079","14,126","58,627","13,976","7,409","114,05","71,204","10,702","31,83","32,63","14,977","0,6677","4,289",,,,,,,,,,,,,,,"13,658","0,7322","101,842","75,08","130,649",
11-Mar-10,"0,915","10,929","17,698","10,262","68,266","54,416","7,759","45,49","90,6","1133,43","3,317","12,613","0,6996","14,294","58,689","13,977","74,366","113,95","71,125","10,689","31,75","32,66","15,052","0,6644","4,289",,,,,,,,,,,,,,,"13,674","0,7313","101,859","75,059","130,717",
12-Mar-10,"0,9152","10,927","1,763","10,187","68,254","54,106","77,574","45,48","90,46","1128,33","3,305","12,546","0,7006","14,273","58,342","1,394","73,848","113,94","70,597","10,599","31,73","32,54","15,188","0,6584","4,289",,,,,,,,,,,,,,,"13,753","0,7271","101,478","74,63","130,436",
15-Mar-10,"0,9117","10,969","1,766","10,216","68,259","54,502","77,588","45,55","90,45","1134,5","33,175","12,564","0,6999","14,288","58,733","13,981","7,42",114,"7,131","10,635","31,83","32,54","15,043","0,6648","4,289",,,,,,,,,,,,,,,"13,652","0,7325","101,772","74,984","130,621",
16-Mar-10,"0,9148","10,931","1,762","10,147","68,257","54,077","77,606","45,45","90,43",1133,"3,315","12,52","0,7073","14,138","58,227","13,949","73,675","114,1","70,615","10,556","31,81","32,42","15,192","0,6582","4,289",,,,,,,,,,,,,,,"13,758","0,7268","101,429","74,518","130,481",
17-Mar-10,"0,9225","1,084","17,655","1,011","68,259","54,156","77,608","45,28","90,42",1128,"3,297","12,483","0,716","13,966","58,176","1,393","72,378","114,08","7,072","10,551","31,7","32,31","15,296","0,6538","4,289",,,,,,,,,,,,,,,"13,739","0,7279","101,279","74,415","130,279",
18-Mar-10,"0,9201","10,868","17,895","10,139","68,261","54,681","77,608","45,45","90,46","1131,5","3,305","12,471","0,7135","14,015","58,837","1,396","7,305",114,"71,427","1,063","31,74","32,28","15,247","0,6559","4,289",,,,,,,,,,,,,,,"13,603","0,7351","101,572","74,815","130,394",
19-Mar-10,"0,9164","10,912","17,988","10,153","68,265","54,992","7,759","45,31","90,5","1133,58","3,304","12,56","0,7091","14,102","58,902","1,398","73,396",114,"71,579","10,615","31,73","32,29","15,014","0,666","4,289",,,,,,,,,,,,,,,"1,353","0,7391","101,849","75,101","130,635",
22-Mar-10,"0,9154","10,924","18,022","10,193","68,266","54,983","77,609","45,52","90,02","1135,5","3,32","12,614","0,7054","14,176","59,517","14,025","7,338","114,1","72,042","1,058","31,79","32,33","15,071","0,6635","4,289",,,,,,,,,,,,,,,"13,531","0,739","101,952","75,096","130,881",
23-Mar-10,"0,9186","10,886","17,815","10,176","68,263","54,965","77,621","45,5","90,24","1136,8","3,318","12,527","0,7067","1,415","59,315","13,999","7,329",114,"71,703","10,561","31,82","32,31","15,067","0,6637","4,289",,,,,,,,,,,,,,,"13,535","0,7388","101,825","75,065","130,629",
24-Mar-10,"0,909","11,001","17,882","10,268","68,266","55,726","77,609","45,4","91,89",1137,"3,315","12,537","0,7023","14,239","60,249","14,055","73,455",114,"72,628","10,692","31,81","32,35","14,914","0,6705","4,289",,,,,,,,,,,,,,,"13,347","0,7492","102,446","76,027","130,724",
25-Mar-10,"0,9119","10,966","1,805","10,188","6,827","55,758","77,609","45,5","92,69","1142,3","33,155","12,49","0,7085","14,114","60,594","14,055","74,445","114,08","72,201","10,697","31,83","32,38","14,884","0,6719","4,289",,,,,,,,,,,,,,,"13,344","0,7494","102,405","75,97","130,708",
26-Mar-10,"0,9042","1,106","18,207","10,283","68,269","5,554","7,762","45,16","92,56",1138,"3,305","12,541","0,7036","14,213","60,366","14,033","74,445","114,08","72,525","10,662","31,87","32,39","14,906","0,6709","4,289",,,,,,,,,,,,,,,"13,398","0,7464","102,493","76,054","130,794",
29-Mar-10,"0,9152","10,927","1,808","10,201","68,264","5,527","77,635","44,94","92,65",1135,"3,265","12,462","0,7088","14,108","59,797","13,988","7,398","114,08","72,511","10,634","31,82","32,34","14,969","0,668","4,289",,,,,,,,,,,,,,,"13,465","0,7427","102,108","75,688","130,415",
30-Mar-10,"0,9183","1,089","1,797","10,189","68,258","5,552","77,648","45,06","92,89",1131,"32,672","12,413","0,7094","14,096","59,949","13,997","7,39",114,"72,712","10,671","31,78","32,33","1,509","0,6627","4,289",,,,,,,,,,,,,,,"13,409","0,7458","102,079","75,768","130,236",
31-Mar-10,"0,9169","10,906","17,821","10,156","68,258","55,033","77,647","44,95","93,4","1131,2","32,567","12,301","0,7098","14,088","59,387","13,986","7,33",114,"72,028","10,528","31,73","32,36","15,186","0,6585","4,289",,,,,,,,,,,,,,,"13,526","0,7393","101,735","75,439","129,9",
01-Apr-10,"0,9212","10,855","17,659","10,073","68,263","54,876","77,671","44,79","93,83","1126,3","3,256","12,3","0,7079","14,126","59,145","13,965","7,26","113,8","71,672","10,559","31,74","32,33","1,529","0,654","4,289",,,,,,,,,,,,,,,"13,569","0,737","101,52","75,178","129,766",
02-Apr-10,"0,9187","10,885","1,764","1,011","68,255","55,191","77,672","44,74","94,51","1125,9","3,246","12,287","0,706","14,164","59,435","13,985","7,24","113,8","7,191","10,632","31,74","32,34","15,197","0,658","4,289",,,,,,,,,,,,,,,"13,487","0,7415","101,743","75,588","129,711",
05-Apr-10,"0,921","10,858","17,585","10,025","68,256","55,187","77,659","44,39","94,28","1122,8","3,22","12,273","0,7048","14,188","59,393","13,971","72,375","113,75","71,714","10,619","31,7","32,38","15,284","0,6543","4,289",,,,,,,,,,,,,,,"13,486","0,7415","101,512","75,323","129,546",
06-Apr-10,"0,9254","10,806","17,593","10,001","6,825","5,564","77,652","44,41","93,81","1123,9","32,115","12,244","0,701","14,265","59,827","13,966","7,265","113,8","72,249","10,704","31,67","32,37","1,523","0,6566","4,289",,,,,,,,,,,,,,,"13,378","0,7475","101,572","75,471","129,48",
07-Apr-10,"0,9287","10,768","17,635","10,028","68,254","55,699","77,614","44,44","93,59",1120,"3,207","12,229","0,7079","14,126","59,648","13,946","72,705","113,75","7,232","10,716","31,58","32,36","15,246","0,6559","4,289",,,,,,,,,,,,,,,"13,364","0,7483","101,569","75,519","129,405",
08-Apr-10,"0,9283","10,772","1,778","10,019","6,824","55,694","7,758","44,41","93,16",1123,"3,197","12,236","0,7068","14,148","5,952","13,941","72,675","113,85","7,237","10,723","31,6","32,27","15,272","0,6548","4,289",,,,,,,,,,,,,,,"1,336","0,7485","101,545","75,441","129,459",
09-Apr-10,"0,9326","10,723","17,709","10,055","68,229","55,251","77,565","44,1","93,28",1117,"3,185","12,188","0,716","13,966","59,138","1,389","7,253","113,85","7,211","10,672","31,53","32,2","15,371","0,6506","4,289",,,,,,,,,,,,,,,"13,468","0,7425","101,293","75,247","129,146",
12-Apr-10,"0,9297","10,756","17,575","10,015","68,252","54,779","7,758","44,41","93,21",1114,"3,21","12,169","0,7134","14,017","58,851","13,902","72,623","113,75","71,872","10,598","31,52","32,36","15,368","0,6507","4,289",,,,,,,,,,,,,,,"13,587","0,736","101,073","74,891","129,133",
13-Apr-10,"0,9274","10,783","17,583","10,029","68,255","54,757","77,607","44,47","92,78","1123,7","3,221","12,188","0,7132","14,021","58,777","13,922","72,744","113,71","71,656","10,573","31,557","32,33","15,416","0,6487","4,289",,,,,,,,,,,,,,,"13,592","0,7357","101,11","74,828","129,307",
14-Apr-10,"0,9359","10,685","17,445","0,996","68,258","54,448","77,605","44,2","93,01","1111,5","3,199","12,19","0,7148","1,399","58,451","13,732","73,001","113,75","71,175","10,512","31,38","32,22","15,484","0,6458","4,289",,,,,,,,,,,,,,,"13,666","0,7317","100,77","74,487","128,997",
15-Apr-10,"0,9322","10,727","17,428","10,013","6,826","54,965","77,608","44,32","93,04",1107,"3,195","12,198","0,7107","14,071","58,708","13,744","73,406","113,8","71,539","10,595","31,35","32,22","15,465","0,6466","4,289",,,,,,,,,,,,,,,"1,354","0,7386","101,026","74,907","129,002",
16-Apr-10,"0,9252","10,808","1,761","10,145","68,253","55,184","77,621","44,3","92,03",1110,"3,19","12,27","0,7079","14,126","59,032","13,746","74,043","113,95","71,909","10,624","31,35","32,22","15,395","0,6496","4,289",,,,,,,,,,,,,,,"13,487","0,7415","101,316","75,223","129,235",
19-Apr-10,"0,9185","10,887","17,622","10,199","68,262","55,294","77,611","44,72","92,18","1118,1","3,216","12,335","0,707","14,144","59,309","13,795","74,875","113,9","71,902","1,065","31,48","32,23","15,263","0,6552","4,289",,,,,,,,,,,,,,,"13,458","0,7431","101,645","75,497","129,612",
20-Apr-10,"0,9312","10,739","17,509","0,9984","68,253","55,332","77,634","44,5","93,28","1117,8","32,045","12,222","0,7116","14,053","59,022","13,749","73,925","113,85","71,465","10,673","31,39","32,16","15,375","0,6504","4,289",,,,,,,,,,,,,,,"13,446","0,7437","101,262","75,124","129,245",
21-Apr-10,"0,9278","10,778","17,497","0,9983","68,275","55,593","77,636","44,54","93,24","1107,6","3,198","12,18","0,7091","14,102","59,045","13,723","73,938","113,9","71,848","10,708","31,38","32,17","15,397","0,6495","4,289",,,,,,,,,,,,,,,"13,383","0,7472","101,265","75,262","129,061",
22-Apr-10,"0,9246","10,815","1,769","10,014","68,263","5,596","77,626","44,52","93,01","1108,2","31,965","12,264","0,7094","14,096","59,314","13,733","75,073","113,85","72,422","10,778","31,42","32,26","15,368","0,6507","4,289",,,,,,,,,,,,,,,"13,298","0,752","101,535","75,523","129,322",
23-Apr-10,"0,9229","10,835","17,633","10,026","6,827","55,688","77,628","44,42","94,18","1108,5","3,19","12,202","0,7146","13,994","58,943","1,371","7,446","113,85","71,778","10,743","31,38","32,19","15,363","0,6509","4,289",,,,,,,,,,,,,,,"1,336","0,7485","101,473","75,568","129,117",
26-Apr-10,"0,9273","10,784","1,745","10,009","68,266","55,792","77,629","44,33","94,06",1104,"3,181","12,156","0,7238","13,816","58,781","13,679","7,339","113,92","7,168","10,753","31,31","32,2","15,466","0,6466","4,289",,,,,,,,,,,,,,,"13,336","0,7499","101,329","75,512","128,863",
27-Apr-10,"0,917","10,905","17,652","10,169","68,256","56,248","77,639","44,41","93,01",1110,"3,185","12,268","0,711","14,065","59,305","13,722","7,44","113,8","72,664","10,837","31,34","32,22","15,285","0,6542","4,289",,,,,,,,,,,,,,,"1,323","0,7559","101,867","76,081","129,318",
28-Apr-10,"0,922","10,846","17,622","10,125","68,245","56,659","77,675","44,54","94,07",1118,"3,215","12,414","0,7167","13,953","5,989","13,763","7,485","113,8","7,342","1,091","31,46","32,31","1,516","0,6596","4,289",,,,,,,,,,,,,,,"1,313","0,7616","102,279","76,416","129,801",
29-Apr-10,"0,9277","10,779","17,305","10,052","68,259","5,62","77,645","44,61","94,16","1114,8","3,19","12,234","0,723","13,831","59,175","13,683","7,36","113,9","72,528","10,824","31,3","32,24","15,303","0,6535","4,289",,,,,,,,,,,,,,,"13,243","0,7551","101,7","75,916","129,162",
30-Apr-10,"0,9306","10,746","1,727","10,112","68,247","55,952","77,637","44,2","94,24",1108,"3,184","12,228","0,732","13,661","59,005","13,701","73,515","113,9","72,359","10,767","31,31","32,33","15,308","0,6533","4,289",,,,,,,,,,,,,,,"13,302","0,7518","101,634","75,909","129,018",
03-May-10,"0,9255","10,805","1,736","10,134","68,245","56,452","77,626","44,46","94,68","1118,4","3,205","12,266","0,7307","13,686","59,418","13,717","7,423","113,65","72,807","10,868","31,4","32,33","15,242","0,6561","4,289",,,,,,,,,,,,,,,"13,183","0,7586","102,029","76,344","129,329",
04-May-10,"0,9125","10,959","17,515","10,215","6,826","5,709","77,644","44,62","94,58",1115,"32,125","12,417","0,7232","13,827","60,126","13,783","7,548","113,52","7,385","10,987","31,42","32,28","15,135","0,6607","4,289",,,,,,,,,,,,,,,"13,037","0,767","102,589","76,95","129,783",
05-May-10,"0,9095","10,995","17,819","10,264","68,263","57,734","77,666","44,82","94,3",1115,"3,228","12,627","0,7181","13,926","6,035","13,915","76,265","113,6","74,891","11,118","31,54","32,35","15,134","0,6608","4,289",,,,,,,,,,,,,,,"1,289","0,7758","103,181","77,402","130,522",
06-May-10,"0,8939","11,187","18,365","10,437","68,265","58,657","77,725","45,29","92,22","1140,9","3,261","12,853","0,7143","1,4","61,746","13,975","7,768","113,62","76,822","11,092","31,67","32,33","14,889","0,6716","4,289",,,,,,,,,,,,,,,"12,689","0,7881","104,062","78,107","131,577",
07-May-10,"0,889","11,249","1,836","10,423","68,254","58,508","7,779","45,4","91,67","1155,3","3,268","12,833","0,715","13,986","62,653","13,951","76,353","113,7","76,913","11,085","31,77","32,26","14,739","0,6785","4,289",,,,,,,,,,,,,,,"12,721","0,7861","104,05",78,"131,693",
10-May-10,"0,9016","11,091","17,783","10,245","68,263","57,863","77,795","44,84","93,39","1131,8","3,198","12,513","0,7221","13,848","61,278","13,804","74,777","113,63","74,981","11,069","31,56","32,26","1,498","0,6676","4,289",,,,,,,,,,,,,,,"12,861","0,7775","103,073","77,367","130,323",
11-May-10,"0,899","11,123","17,764","10,193","68,285","58,527","77,795","45,1","92,83","1133,75","3,208","12,503","0,7208","13,873","6,155","13,808","7,535","113,65","75,814","11,059","31,64","32,3","14,952","0,6688","4,289",,,,,,,,,,,,,,,"12,715","0,7865","103,199","77,526","130,393",
12-May-10,"0,8926","11,203","17,734","10,197","6,827","58,853","77,813","45,08","92,93","1144,02","3,206","12,438","0,7134","14,017","61,464","1,38","74,935","113,65","75,594","11,101","31,66","32,28","14,855","0,6732","4,289",,,,,,,,,,,,,,,"12,642","0,791","103,303","77,777","130,291",
