dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2018;cases cum;death cum
31.12.2019;31;12;2019;0;0;Afghanistan;AF;AFG;37172386;0;0
01.01.2020;1;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
02.01.2020;2;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
03.01.2020;3;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
04.01.2020;4;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
05.01.2020;5;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
06.01.2020;6;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
07.01.2020;7;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
08.01.2020;8;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
09.01.2020;9;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
10.01.2020;10;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
11.01.2020;11;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
12.01.2020;12;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
13.01.2020;13;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
14.01.2020;14;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
15.01.2020;15;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
16.01.2020;16;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
17.01.2020;17;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
18.01.2020;18;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
19.01.2020;19;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
20.01.2020;20;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
21.01.2020;21;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
22.01.2020;22;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
23.01.2020;23;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
24.01.2020;24;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
25.01.2020;25;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
26.01.2020;26;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
27.01.2020;27;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
28.01.2020;28;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
29.01.2020;29;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
30.01.2020;30;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
31.01.2020;31;1;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
01.02.2020;1;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
02.02.2020;2;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
03.02.2020;3;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
04.02.2020;4;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
05.02.2020;5;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
06.02.2020;6;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
07.02.2020;7;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
08.02.2020;8;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
09.02.2020;9;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
10.02.2020;10;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
11.02.2020;11;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
12.02.2020;12;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
13.02.2020;13;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
14.02.2020;14;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
15.02.2020;15;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
16.02.2020;16;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
17.02.2020;17;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
18.02.2020;18;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
19.02.2020;19;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
20.02.2020;20;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
21.02.2020;21;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
22.02.2020;22;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
23.02.2020;23;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
24.02.2020;24;2;2020;0;0;Afghanistan;AF;AFG;37172386;0;0
25.02.2020;25;2;2020;1;0;Afghanistan;AF;AFG;37172386;1;0
26.02.2020;26;2;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
27.02.2020;27;2;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
28.02.2020;28;2;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
29.02.2020;29;2;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
01.03.2020;1;3;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
02.03.2020;2;3;2020;0;0;Afghanistan;AF;AFG;37172386;1;0
08.03.2020;8;3;2020;3;0;Afghanistan;AF;AFG;37172386;4;0
11.03.2020;11;3;2020;3;0;Afghanistan;AF;AFG;37172386;7;0
15.03.2020;15;3;2020;3;0;Afghanistan;AF;AFG;37172386;10;0
16.03.2020;16;3;2020;6;0;Afghanistan;AF;AFG;37172386;16;0
17.03.2020;17;3;2020;5;0;Afghanistan;AF;AFG;37172386;21;0
18.03.2020;18;3;2020;1;0;Afghanistan;AF;AFG;37172386;22;0
19.03.2020;19;3;2020;0;0;Afghanistan;AF;AFG;37172386;22;0
20.03.2020;20;3;2020;0;0;Afghanistan;AF;AFG;37172386;22;0
21.03.2020;21;3;2020;2;0;Afghanistan;AF;AFG;37172386;24;0
22.03.2020;22;3;2020;0;0;Afghanistan;AF;AFG;37172386;24;0
23.03.2020;23;3;2020;10;0;Afghanistan;AF;AFG;37172386;34;0
24.03.2020;24;3;2020;6;1;Afghanistan;AF;AFG;37172386;40;1
25.03.2020;25;3;2020;2;0;Afghanistan;AF;AFG;37172386;42;1
26.03.2020;26;3;2020;33;0;Afghanistan;AF;AFG;37172386;75;1
27.03.2020;27;3;2020;0;0;Afghanistan;AF;AFG;37172386;75;1
28.03.2020;28;3;2020;16;1;Afghanistan;AF;AFG;37172386;91;2
29.03.2020;29;3;2020;15;1;Afghanistan;AF;AFG;37172386;106;3
30.03.2020;30;3;2020;8;1;Afghanistan;AF;AFG;37172386;114;4
31.03.2020;31;3;2020;27;0;Afghanistan;AF;AFG;37172386;141;4
01.04.2020;1;4;2020;25;0;Afghanistan;AF;AFG;37172386;166;4
02.04.2020;2;4;2020;26;0;Afghanistan;AF;AFG;37172386;192;4
03.04.2020;3;4;2020;43;0;Afghanistan;AF;AFG;37172386;235;4
04.04.2020;4;4;2020;0;0;Afghanistan;AF;AFG;37172386;235;4
05.04.2020;5;4;2020;35;1;Afghanistan;AF;AFG;37172386;270;5
06.04.2020;6;4;2020;29;2;Afghanistan;AF;AFG;37172386;299;7
07.04.2020;7;4;2020;38;0;Afghanistan;AF;AFG;37172386;337;7
08.04.2020;8;4;2020;30;4;Afghanistan;AF;AFG;37172386;367;11
09.04.2020;9;4;2020;56;3;Afghanistan;AF;AFG;37172386;423;14
10.04.2020;10;4;2020;61;1;Afghanistan;AF;AFG;37172386;484;15
11.04.2020;11;4;2020;37;0;Afghanistan;AF;AFG;37172386;521;15
12.04.2020;12;4;2020;34;3;Afghanistan;AF;AFG;37172386;555;18
13.04.2020;13;4;2020;52;0;Afghanistan;AF;AFG;37172386;607;18
14.04.2020;14;4;2020;58;3;Afghanistan;AF;AFG;37172386;665;21
15.04.2020;15;4;2020;49;2;Afghanistan;AF;AFG;37172386;714;23
16.04.2020;16;4;2020;70;2;Afghanistan;AF;AFG;37172386;784;25
09.03.2020;9;3;2020;2;0;Albania;AL;ALB;2866376;2;0
10.03.2020;10;3;2020;4;0;Albania;AL;ALB;2866376;6;0
11.03.2020;11;3;2020;4;0;Albania;AL;ALB;2866376;10;0
12.03.2020;12;3;2020;1;1;Albania;AL;ALB;2866376;11;1
13.03.2020;13;3;2020;12;0;Albania;AL;ALB;2866376;23;1
14.03.2020;14;3;2020;10;0;Albania;AL;ALB;2866376;33;1
15.03.2020;15;3;2020;5;0;Albania;AL;ALB;2866376;38;1
16.03.2020;16;3;2020;4;0;Albania;AL;ALB;2866376;42;1
17.03.2020;17;3;2020;9;0;Albania;AL;ALB;2866376;51;1
18.03.2020;18;3;2020;4;0;Albania;AL;ALB;2866376;55;1
19.03.2020;19;3;2020;4;1;Albania;AL;ALB;2866376;59;2
20.03.2020;20;3;2020;11;0;Albania;AL;ALB;2866376;70;2
21.03.2020;21;3;2020;0;0;Albania;AL;ALB;2866376;70;2
22.03.2020;22;3;2020;6;0;Albania;AL;ALB;2866376;76;2
23.03.2020;23;3;2020;13;0;Albania;AL;ALB;2866376;89;2
24.03.2020;24;3;2020;11;2;Albania;AL;ALB;2866376;100;4
25.03.2020;25;3;2020;23;1;Albania;AL;ALB;2866376;123;5
26.03.2020;26;3;2020;23;0;Albania;AL;ALB;2866376;146;5
27.03.2020;27;3;2020;28;1;Albania;AL;ALB;2866376;174;6
28.03.2020;28;3;2020;12;3;Albania;AL;ALB;2866376;186;9
29.03.2020;29;3;2020;11;1;Albania;AL;ALB;2866376;197;10
30.03.2020;30;3;2020;15;0;Albania;AL;ALB;2866376;212;10
31.03.2020;31;3;2020;11;2;Albania;AL;ALB;2866376;223;12
01.04.2020;1;4;2020;20;3;Albania;AL;ALB;2866376;243;15
02.04.2020;2;4;2020;16;0;Albania;AL;ALB;2866376;259;15
03.04.2020;3;4;2020;18;1;Albania;AL;ALB;2866376;277;16
04.04.2020;4;4;2020;27;1;Albania;AL;ALB;2866376;304;17
05.04.2020;5;4;2020;29;2;Albania;AL;ALB;2866376;333;19
06.04.2020;6;4;2020;28;2;Albania;AL;ALB;2866376;361;21
07.04.2020;7;4;2020;16;1;Albania;AL;ALB;2866376;377;22
08.04.2020;8;4;2020;6;0;Albania;AL;ALB;2866376;383;22
09.04.2020;9;4;2020;17;0;Albania;AL;ALB;2866376;400;22
10.04.2020;10;4;2020;9;1;Albania;AL;ALB;2866376;409;23
11.04.2020;11;4;2020;7;0;Albania;AL;ALB;2866376;416;23
12.04.2020;12;4;2020;17;0;Albania;AL;ALB;2866376;433;23
13.04.2020;13;4;2020;13;0;Albania;AL;ALB;2866376;446;23
14.04.2020;14;4;2020;21;0;Albania;AL;ALB;2866376;467;23
15.04.2020;15;4;2020;8;1;Albania;AL;ALB;2866376;475;24
16.04.2020;16;4;2020;19;1;Albania;AL;ALB;2866376;494;25
31.12.2019;31;12;2019;0;0;Algeria;DZ;DZA;42228429;0;0
01.01.2020;1;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
02.01.2020;2;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
03.01.2020;3;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
04.01.2020;4;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
05.01.2020;5;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
06.01.2020;6;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
07.01.2020;7;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
08.01.2020;8;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
09.01.2020;9;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
10.01.2020;10;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
11.01.2020;11;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
12.01.2020;12;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
13.01.2020;13;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
14.01.2020;14;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
15.01.2020;15;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
16.01.2020;16;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
17.01.2020;17;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
18.01.2020;18;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
19.01.2020;19;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
20.01.2020;20;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
21.01.2020;21;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
22.01.2020;22;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
23.01.2020;23;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
24.01.2020;24;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
25.01.2020;25;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
26.01.2020;26;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
27.01.2020;27;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
28.01.2020;28;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
29.01.2020;29;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
30.01.2020;30;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
31.01.2020;31;1;2020;0;0;Algeria;DZ;DZA;42228429;0;0
01.02.2020;1;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
02.02.2020;2;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
03.02.2020;3;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
04.02.2020;4;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
05.02.2020;5;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
06.02.2020;6;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
07.02.2020;7;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
08.02.2020;8;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
09.02.2020;9;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
10.02.2020;10;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
11.02.2020;11;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
12.02.2020;12;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
13.02.2020;13;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
14.02.2020;14;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
15.02.2020;15;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
16.02.2020;16;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
17.02.2020;17;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
18.02.2020;18;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
19.02.2020;19;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
20.02.2020;20;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
21.02.2020;21;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
22.02.2020;22;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
23.02.2020;23;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
24.02.2020;24;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
25.02.2020;25;2;2020;0;0;Algeria;DZ;DZA;42228429;0;0
26.02.2020;26;2;2020;1;0;Algeria;DZ;DZA;42228429;1;0
27.02.2020;27;2;2020;0;0;Algeria;DZ;DZA;42228429;1;0
28.02.2020;28;2;2020;0;0;Algeria;DZ;DZA;42228429;1;0
29.02.2020;29;2;2020;0;0;Algeria;DZ;DZA;42228429;1;0
01.03.2020;1;3;2020;0;0;Algeria;DZ;DZA;42228429;1;0
02.03.2020;2;3;2020;2;0;Algeria;DZ;DZA;42228429;3;0
04.03.2020;4;3;2020;2;0;Algeria;DZ;DZA;42228429;5;0
05.03.2020;5;3;2020;7;0;Algeria;DZ;DZA;42228429;12;0
06.03.2020;6;3;2020;5;0;Algeria;DZ;DZA;42228429;17;0
09.03.2020;9;3;2020;3;0;Algeria;DZ;DZA;42228429;20;0
12.03.2020;12;3;2020;0;0;Algeria;DZ;DZA;42228429;20;0
13.03.2020;13;3;2020;4;1;Algeria;DZ;DZA;42228429;24;1
14.03.2020;14;3;2020;2;1;Algeria;DZ;DZA;42228429;26;2
15.03.2020;15;3;2020;11;0;Algeria;DZ;DZA;42228429;37;2
16.03.2020;16;3;2020;11;2;Algeria;DZ;DZA;42228429;48;4
17.03.2020;17;3;2020;12;0;Algeria;DZ;DZA;42228429;60;4
18.03.2020;18;3;2020;0;1;Algeria;DZ;DZA;42228429;60;5
19.03.2020;19;3;2020;13;1;Algeria;DZ;DZA;42228429;73;6
20.03.2020;20;3;2020;9;1;Algeria;DZ;DZA;42228429;82;7
21.03.2020;21;3;2020;12;3;Algeria;DZ;DZA;42228429;94;10
22.03.2020;22;3;2020;0;0;Algeria;DZ;DZA;42228429;94;10
23.03.2020;23;3;2020;8;5;Algeria;DZ;DZA;42228429;102;15
24.03.2020;24;3;2020;87;2;Algeria;DZ;DZA;42228429;189;17
25.03.2020;25;3;2020;42;0;Algeria;DZ;DZA;42228429;231;17
26.03.2020;26;3;2020;33;0;Algeria;DZ;DZA;42228429;264;17
27.03.2020;27;3;2020;41;4;Algeria;DZ;DZA;42228429;305;21
28.03.2020;28;3;2020;0;0;Algeria;DZ;DZA;42228429;305;21
29.03.2020;29;3;2020;104;5;Algeria;DZ;DZA;42228429;409;26
30.03.2020;30;3;2020;45;3;Algeria;DZ;DZA;42228429;454;29
31.03.2020;31;3;2020;57;2;Algeria;DZ;DZA;42228429;511;31
01.04.2020;1;4;2020;73;4;Algeria;DZ;DZA;42228429;584;35
02.04.2020;2;4;2020;263;23;Algeria;DZ;DZA;42228429;847;58
03.04.2020;3;4;2020;0;0;Algeria;DZ;DZA;42228429;847;58
04.04.2020;4;4;2020;139;25;Algeria;DZ;DZA;42228429;986;83
05.04.2020;5;4;2020;314;47;Algeria;DZ;DZA;42228429;1300;130
06.04.2020;6;4;2020;20;22;Algeria;DZ;DZA;42228429;1320;152
07.04.2020;7;4;2020;103;21;Algeria;DZ;DZA;42228429;1423;173
08.04.2020;8;4;2020;45;21;Algeria;DZ;DZA;42228429;1468;194
09.04.2020;9;4;2020;104;11;Algeria;DZ;DZA;42228429;1572;205
10.04.2020;10;4;2020;94;30;Algeria;DZ;DZA;42228429;1666;235
11.04.2020;11;4;2020;95;21;Algeria;DZ;DZA;42228429;1761;256
12.04.2020;12;4;2020;64;19;Algeria;DZ;DZA;42228429;1825;275
13.04.2020;13;4;2020;89;18;Algeria;DZ;DZA;42228429;1914;293
14.04.2020;14;4;2020;69;20;Algeria;DZ;DZA;42228429;1983;313
15.04.2020;15;4;2020;87;13;Algeria;DZ;DZA;42228429;2070;326
16.04.2020;16;4;2020;90;10;Algeria;DZ;DZA;42228429;2160;336
03.03.2020;3;3;2020;1;0;Andorra;AD;AND;77006;1;0
14.03.2020;14;3;2020;1;0;Andorra;AD;AND;77006;2;0
16.03.2020;16;3;2020;3;0;Andorra;AD;AND;77006;5;0
17.03.2020;17;3;2020;9;0;Andorra;AD;AND;77006;14;0
18.03.2020;18;3;2020;0;0;Andorra;AD;AND;77006;14;0
19.03.2020;19;3;2020;39;0;Andorra;AD;AND;77006;53;0
20.03.2020;20;3;2020;22;0;Andorra;AD;AND;77006;75;0
21.03.2020;21;3;2020;0;0;Andorra;AD;AND;77006;75;0
22.03.2020;22;3;2020;13;0;Andorra;AD;AND;77006;88;0
23.03.2020;23;3;2020;25;0;Andorra;AD;AND;77006;113;0
24.03.2020;24;3;2020;20;0;Andorra;AD;AND;77006;133;0
25.03.2020;25;3;2020;31;0;Andorra;AD;AND;77006;164;0
26.03.2020;26;3;2020;24;0;Andorra;AD;AND;77006;188;0
27.03.2020;27;3;2020;36;3;Andorra;AD;AND;77006;224;3
28.03.2020;28;3;2020;43;0;Andorra;AD;AND;77006;267;3
29.03.2020;29;3;2020;41;1;Andorra;AD;AND;77006;308;4
30.03.2020;30;3;2020;26;2;Andorra;AD;AND;77006;334;6
31.03.2020;31;3;2020;36;2;Andorra;AD;AND;77006;370;8
01.04.2020;1;4;2020;6;4;Andorra;AD;AND;77006;376;12
02.04.2020;2;4;2020;14;2;Andorra;AD;AND;77006;390;14
03.04.2020;3;4;2020;38;1;Andorra;AD;AND;77006;428;15
04.04.2020;4;4;2020;11;1;Andorra;AD;AND;77006;439;16
05.04.2020;5;4;2020;27;1;Andorra;AD;AND;77006;466;17
06.04.2020;6;4;2020;35;1;Andorra;AD;AND;77006;501;18
07.04.2020;7;4;2020;25;3;Andorra;AD;AND;77006;526;21
08.04.2020;8;4;2020;19;1;Andorra;AD;AND;77006;545;22
09.04.2020;9;4;2020;19;1;Andorra;AD;AND;77006;564;23
10.04.2020;10;4;2020;19;2;Andorra;AD;AND;77006;583;25
11.04.2020;11;4;2020;18;1;Andorra;AD;AND;77006;601;26
12.04.2020;12;4;2020;21;2;Andorra;AD;AND;77006;622;28
13.04.2020;13;4;2020;16;1;Andorra;AD;AND;77006;638;29
14.04.2020;14;4;2020;8;0;Andorra;AD;AND;77006;646;29
15.04.2020;15;4;2020;13;2;Andorra;AD;AND;77006;659;31
16.04.2020;16;4;2020;14;2;Andorra;AD;AND;77006;673;33
22.03.2020;22;3;2020;2;0;Angola;AO;AGO;30809762;2;0
23.03.2020;23;3;2020;0;0;Angola;AO;AGO;30809762;2;0
24.03.2020;24;3;2020;0;0;Angola;AO;AGO;30809762;2;0
25.03.2020;25;3;2020;0;0;Angola;AO;AGO;30809762;2;0
26.03.2020;26;3;2020;0;0;Angola;AO;AGO;30809762;2;0
27.03.2020;27;3;2020;1;0;Angola;AO;AGO;30809762;3;0
28.03.2020;28;3;2020;1;0;Angola;AO;AGO;30809762;4;0
29.03.2020;29;3;2020;0;0;Angola;AO;AGO;30809762;4;0
30.03.2020;30;3;2020;3;2;Angola;AO;AGO;30809762;7;2
31.03.2020;31;3;2020;0;0;Angola;AO;AGO;30809762;7;2
01.04.2020;1;4;2020;0;0;Angola;AO;AGO;30809762;7;2
02.04.2020;2;4;2020;1;0;Angola;AO;AGO;30809762;8;2
03.04.2020;3;4;2020;0;0;Angola;AO;AGO;30809762;8;2
04.04.2020;4;4;2020;0;0;Angola;AO;AGO;30809762;8;2
05.04.2020;5;4;2020;2;0;Angola;AO;AGO;30809762;10;2
06.04.2020;6;4;2020;4;0;Angola;AO;AGO;30809762;14;2
07.04.2020;7;4;2020;2;0;Angola;AO;AGO;30809762;16;2
08.04.2020;8;4;2020;1;0;Angola;AO;AGO;30809762;17;2
09.04.2020;9;4;2020;2;0;Angola;AO;AGO;30809762;19;2
10.04.2020;10;4;2020;0;0;Angola;AO;AGO;30809762;19;2
11.04.2020;11;4;2020;0;0;Angola;AO;AGO;30809762;19;2
12.04.2020;12;4;2020;0;0;Angola;AO;AGO;30809762;19;2
13.04.2020;13;4;2020;0;0;Angola;AO;AGO;30809762;19;2
14.04.2020;14;4;2020;0;0;Angola;AO;AGO;30809762;19;2
15.04.2020;15;4;2020;0;0;Angola;AO;AGO;30809762;19;2
16.04.2020;16;4;2020;0;0;Angola;AO;AGO;30809762;19;2
27.03.2020;27;3;2020;2;0;Anguilla;AI;;;2;0
28.03.2020;28;3;2020;0;0;Anguilla;AI;;;2;0
29.03.2020;29;3;2020;0;0;Anguilla;AI;;;2;0
30.03.2020;30;3;2020;0;0;Anguilla;AI;;;2;0
31.03.2020;31;3;2020;0;0;Anguilla;AI;;;2;0
01.04.2020;1;4;2020;0;0;Anguilla;AI;;;2;0
02.04.2020;2;4;2020;0;0;Anguilla;AI;;;2;0
03.04.2020;3;4;2020;1;0;Anguilla;AI;;;3;0
04.04.2020;4;4;2020;0;0;Anguilla;AI;;;3;0
05.04.2020;5;4;2020;0;0;Anguilla;AI;;;3;0
06.04.2020;6;4;2020;0;0;Anguilla;AI;;;3;0
07.04.2020;7;4;2020;0;0;Anguilla;AI;;;3;0
08.04.2020;8;4;2020;0;0;Anguilla;AI;;;3;0
09.04.2020;9;4;2020;0;0;Anguilla;AI;;;3;0
10.04.2020;10;4;2020;0;0;Anguilla;AI;;;3;0
11.04.2020;11;4;2020;0;0;Anguilla;AI;;;3;0
12.04.2020;12;4;2020;0;0;Anguilla;AI;;;3;0
13.04.2020;13;4;2020;0;0;Anguilla;AI;;;3;0
14.04.2020;14;4;2020;0;0;Anguilla;AI;;;3;0
15.04.2020;15;4;2020;0;0;Anguilla;AI;;;3;0
16.04.2020;16;4;2020;0;0;Anguilla;AI;;;3;0
15.03.2020;15;3;2020;1;0;Antigua_and_Barbuda;AG;ATG;96286;1;0
21.03.2020;21;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;1;0
22.03.2020;22;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;1;0
23.03.2020;23;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;1;0
24.03.2020;24;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;1;0
25.03.2020;25;3;2020;2;0;Antigua_and_Barbuda;AG;ATG;96286;3;0
26.03.2020;26;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;3;0
27.03.2020;27;3;2020;4;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
28.03.2020;28;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
29.03.2020;29;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
30.03.2020;30;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
31.03.2020;31;3;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
01.04.2020;1;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
02.04.2020;2;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;7;0
03.04.2020;3;4;2020;2;0;Antigua_and_Barbuda;AG;ATG;96286;9;0
04.04.2020;4;4;2020;6;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
05.04.2020;5;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
06.04.2020;6;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
07.04.2020;7;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
08.04.2020;8;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
09.04.2020;9;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;15;0
10.04.2020;10;4;2020;4;2;Antigua_and_Barbuda;AG;ATG;96286;19;2
11.04.2020;11;4;2020;2;0;Antigua_and_Barbuda;AG;ATG;96286;21;2
12.04.2020;12;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;21;2
13.04.2020;13;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;21;2
14.04.2020;14;4;2020;2;0;Antigua_and_Barbuda;AG;ATG;96286;23;2
15.04.2020;15;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;23;2
16.04.2020;16;4;2020;0;0;Antigua_and_Barbuda;AG;ATG;96286;23;2
04.03.2020;4;3;2020;1;0;Argentina;AR;ARG;44494502;1;0
06.03.2020;6;3;2020;1;0;Argentina;AR;ARG;44494502;2;0
07.03.2020;7;3;2020;6;0;Argentina;AR;ARG;44494502;8;0
08.03.2020;8;3;2020;1;1;Argentina;AR;ARG;44494502;9;1
09.03.2020;9;3;2020;3;0;Argentina;AR;ARG;44494502;12;1
11.03.2020;11;3;2020;7;0;Argentina;AR;ARG;44494502;19;1
13.03.2020;13;3;2020;12;0;Argentina;AR;ARG;44494502;31;1
14.03.2020;14;3;2020;3;1;Argentina;AR;ARG;44494502;34;2
15.03.2020;15;3;2020;11;0;Argentina;AR;ARG;44494502;45;2
16.03.2020;16;3;2020;11;0;Argentina;AR;ARG;44494502;56;2
