date,exusal,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exusnz,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exusuk,exukus,exvzus,exauus,exbeus,exfnus,exfrus,exgeus,exgrus,exusir,exirus,exitus,exneus,expous,exspus,exusec,execus,exuseu,exeuus,twexb,twexm,twexo,indexgx
01JAN2010,,,,,,,,,,,,,,,,,7.3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04JAN2010,0.9133,1.0949,1.7200,1.0377,6.8273,5.1597,7.7555,46.27,92.55,1149.00,3.3960,12.911,0.7327,1.3648,5.7113,1.3971,7.2955,114.400,7.0633,1.0294,31.650,33.180,1.6109,0.6208,2.145,,,,,,,,,,,,,,,1.4419,0.6935,101.113,73.613,131.034,
05JAN2010,0.9143,1.0937,1.7296,1.0371,6.8258,5.1668,7.7564,46.13,91.48,1138.20,3.3850,12.816,0.7357,1.3592,5.6986,1.3956,7.3060,114.300,7.0919,1.0322,31.890,33.150,1.6009,0.6246,2.145,,,,,,,,,,,,,,,1.4402,0.6943,100.949,73.533,130.764,
06JAN2010,0.9189,1.0883,1.7292,1.0333,6.8272,5.1638,7.7546,45.72,92.53,1130.00,3.3790,12.742,0.7355,1.3596,5.6805,1.3945,7.3060,114.300,7.0744,1.0282,31.830,33.140,1.6016,0.6244,2.145,,,,,,,,,,,,,,,1.4404,0.6943,100.820,73.566,130.415,
07JAN2010,0.9168,1.0908,1.7409,1.0351,6.8280,5.1981,7.7539,45.67,93.31,1135.00,3.3680,12.759,0.7325,1.3652,5.7118,1.3971,7.4400,114.270,7.1251,1.0341,31.850,33.110,1.5912,0.6285,2.145,,,,,,,,,,,,,,,1.4314,0.6986,101.087,73.950,130.491,
08JAN2010,0.9218,1.0848,1.7342,1.0345,6.8274,5.1827,7.7553,45.50,92.70,1127.75,3.3750,12.726,0.7338,1.3628,5.6868,1.3941,7.3565,114.350,7.1185,1.0296,31.820,33.130,1.5993,0.6253,2.145,,,,,,,,,,,,,,,1.4357,0.6965,100.866,73.717,130.308,
11JAN2010,0.9295,1.0758,1.7330,1.0317,6.8263,5.1185,7.7550,45.35,91.90,1120.00,3.3350,12.666,0.7423,1.3472,5.6162,1.3878,7.3425,114.300,7.0242,1.0154,31.750,33.010,1.6146,0.6193,2.145,,,,,,,,,,,,,,,1.4536,0.6879,100.307,73.085,129.905,
12JAN2010,0.9242,1.0820,1.7407,1.0374,6.8267,5.1232,7.7552,45.60,90.95,1120.25,3.3425,12.716,0.7416,1.3484,5.6341,1.3884,7.4250,114.250,7.0409,1.0160,31.800,33.010,1.6181,0.6180,4.289,,,,,,,,,,,,,,,1.4523,0.6886,100.653,73.101,130.693,
13JAN2010,0.9225,1.0840,1.7480,1.0319,6.8295,5.1336,7.7564,45.47,91.38,1122.00,3.3445,12.762,0.7394,1.3524,5.6445,1.3885,7.4222,114.350,7.0453,1.0194,31.750,33.020,1.6288,0.6139,4.289,,,,,,,,,,,,,,,1.4492,0.6900,100.708,73.077,130.854,
14JAN2010,0.9306,1.0746,1.7684,1.0260,6.8265,5.1387,7.7578,45.55,91.03,1122.50,3.3370,12.720,0.7425,1.3468,5.6354,1.3879,7.4060,114.350,7.0217,1.0206,31.750,32.850,1.6320,0.6127,4.289,,,,,,,,,,,,,,,1.4478,0.6907,100.563,72.900,130.771,
15JAN2010,0.9234,1.0830,1.7681,1.0287,6.8269,5.1768,7.7594,45.80,90.79,1123.00,3.3380,12.685,0.7380,1.3550,5.6816,1.3910,7.3880,114.200,7.0611,1.0264,31.790,32.860,1.6240,0.6158,4.289,,,,,,,,,,,,,,,1.4376,0.6956,100.725,73.181,130.746,
18JAN2010,,,,,,,,,,,,,,,,,7.3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19JAN2010,0.9232,1.0832,1.7767,1.0325,6.8268,5.2154,7.7626,45.84,91.13,1129.30,3.3380,12.650,0.7381,1.3548,5.7059,1.3908,7.4000,114.200,7.0926,1.0340,31.830,32.890,1.6370,0.6109,4.289,,,,,,,,,,,,,,,1.4269,0.7008,100.932,73.488,130.790,
20JAN2010,0.9085,1.1007,1.7920,1.0477,6.8258,5.2812,7.7684,46.10,91.23,1133.50,3.3620,12.770,0.7195,1.3899,5.7772,1.4006,7.5551,114.350,7.1896,1.0453,31.970,32.960,1.6287,0.6140,4.289,,,,,,,,,,,,,,,1.4094,0.7095,101.634,74.268,131.312,
21JAN2010,0.9053,1.1046,1.8021,1.0483,6.8268,5.2762,7.7703,46.10,90.25,1141.00,3.3680,12.783,0.7142,1.4002,5.7878,1.4010,7.5700,114.350,7.2175,1.0426,31.920,32.960,1.6214,0.6168,4.289,,,,,,,,,,,,,,,1.4106,0.7089,101.611,74.153,131.425,
22JAN2010,0.9050,1.1050,1.8210,1.0561,6.8270,5.2611,7.7713,46.21,90.07,1153.00,3.3955,12.930,0.7130,1.4025,5.7904,1.4020,7.6100,114.300,7.2227,1.0400,31.980,33.020,1.6120,0.6203,4.300,,,,,,,,,,,,,,,1.4154,0.7065,101.902,74.227,132.000,
25JAN2010,0.9030,1.1074,1.8200,1.0582,6.8268,5.2630,7.7679,46.06,90.12,1146.00,3.3970,12.910,0.7143,1.4000,5.8156,1.3995,7.6100,114.350,7.2387,1.0403,31.910,32.950,1.6236,0.6159,4.300,,,,,,,,,,,,,,,1.4146,0.7069,101.875,74.258,131.890,
26JAN2010,0.8949,1.1174,1.8466,1.0669,6.8263,5.2930,7.7742,,89.63,1163.10,3.4200,12.953,0.7040,1.4205,5.8625,1.4044,7.6265,114.470,7.3075,1.0466,32.040,33.020,1.6109,0.6208,4.300,,,,,,,,,,,,,,,1.4063,0.7111,102.292,74.626,132.340,
27JAN2010,0.8967,1.1152,1.8529,1.0657,6.8268,5.2978,7.7752,46.30,89.41,1162.00,3.4300,12.928,0.7070,1.4144,5.8539,1.4044,7.6005,114.500,7.2952,1.0472,32.010,33.020,1.6204,0.6171,4.289,,,,,,,,,,,,,,,1.4053,0.7116,102.255,74.548,132.365,
28JAN2010,0.9024,1.1082,1.8525,1.0584,6.8267,5.3195,7.7691,46.35,90.08,1151.40,3.4040,12.929,0.7119,1.4047,5.8499,1.4025,7.5594,114.630,7.2992,1.0517,31.970,33.070,1.6242,0.6157,4.289,,,,,,,,,,,,,,,1.3993,0.7146,102.242,74.594,132.268,
29JAN2010,0.8873,1.1270,1.8755,1.0652,6.8268,5.3676,7.7665,46.08,90.38,1158.70,3.4100,13.029,0.7046,1.4192,5.9201,1.4055,7.5800,114.600,7.3852,1.0557,31.940,33.170,1.6009,0.6246,4.289,,,,,,,,,,,,,,,1.3870,0.7210,102.720,75.173,132.558,
01FEB2010,0.8877,1.1265,1.8645,1.0651,6.8260,5.3533,7.7665,46.27,90.80,1165.75,3.4130,12.940,0.7066,1.4152,5.8786,1.4122,7.5250,114.600,7.2766,1.0586,32.040,33.160,1.5924,0.6280,4.289,,,,,,,,,,,,,,,1.3904,0.7192,102.689,75.182,132.473,
02FEB2010,0.8843,1.1308,1.8325,1.0607,6.8270,5.3346,7.7675,46.11,90.39,1158.95,3.4200,12.862,0.7116,1.4053,5.8383,1.4092,7.4661,114.650,7.2426,1.0557,32.040,33.110,1.5968,0.6263,4.289,,,,,,,,,,,,,,,1.3955,0.7166,102.366,74.908,132.110,
03FEB2010,0.8818,1.1340,1.8507,1.0608,6.8260,5.3511,7.7658,45.97,91.11,1148.10,3.3970,12.970,0.7079,1.4126,5.8601,1.4121,7.4963,114.550,7.2670,1.0590,31.980,33.040,1.5915,0.6283,4.289,,,,,,,,,,,,,,,1.3907,0.7191,102.569,75.148,132.243,
04FEB2010,0.8646,1.1566,1.8865,1.0735,6.8280,5.4095,7.7670,46.21,89.11,1145.90,3.4200,13.089,0.6873,1.4550,5.9539,1.4200,7.6835,114.550,7.3958,1.0655,32.070,33.140,1.5763,0.6344,4.289,,,,,,,,,,,,,,,1.3759,0.7268,103.047,75.564,132.765,
05FEB2010,0.8617,1.1605,1.8845,1.0727,6.8275,5.4708,7.7703,46.72,89.25,1168.95,3.4420,13.194,0.6840,1.4620,6.0166,1.4228,7.7701,114.650,7.4777,1.0779,32.100,33.180,1.5619,0.6402,4.289,,,,,,,,,,,,,,,1.3608,0.7349,103.534,75.986,133.299,
08FEB2010,0.8693,1.1504,1.8648,1.0692,6.8265,5.4328,7.7701,46.79,89.32,1170.00,3.4400,13.144,0.6878,1.4539,5.9418,1.4214,7.7375,114.650,7.4020,1.0696,32.140,33.170,1.5650,0.6390,4.289,,,,,,,,,,,,,,,1.3699,0.7300,103.278,75.670,133.153,
09FEB2010,0.8772,1.1400,1.8450,1.0690,6.8267,5.3970,7.7702,46.49,89.45,1158.00,3.4305,13.068,0.6940,1.4409,5.9068,1.4165,7.6800,114.700,7.3280,1.0641,32.050,33.150,1.5679,0.6378,4.289,,,,,,,,,,,,,,,1.3795,0.7249,102.948,75.431,132.723,
10FEB2010,0.8740,1.1442,1.8575,1.0667,6.8280,5.4237,7.7716,46.36,89.88,1161.00,3.4315,13.052,0.6922,1.4447,5.9124,1.4178,7.7400,114.650,7.3148,1.0682,32.080,33.160,1.5606,0.6408,4.289,,,,,,,,,,,,,,,1.3722,0.7288,103.091,75.638,132.763,
11FEB2010,0.8886,1.1254,1.8551,1.0522,6.8328,5.4579,7.7683,46.39,89.82,1156.20,3.4290,13.042,0.7000,1.4286,5.9192,1.4129,7.6425,114.700,7.2718,1.0747,32.050,33.160,1.5674,0.6380,4.289,,,,,,,,,,,,,,,1.3640,0.7331,102.939,75.435,132.696,
12FEB2010,0.8839,1.1313,1.8624,1.0529,6.8326,5.4634,7.7699,46.44,90.00,1151.00,3.4190,12.982,0.6950,1.4388,5.9135,1.4115,7.7025,114.650,7.2563,1.0767,32.080,33.170,1.5669,0.6382,4.289,,,,,,,,,,,,,,,1.3625,0.7339,102.903,75.522,132.489,
15FEB2010,,,,,,,,,,,,,,,,,7.7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16FEB2010,0.8994,1.1119,1.8394,1.0427,6.8326,5.4163,7.7706,45.99,90.46,1147.00,3.4236,12.851,0.7049,1.4186,5.8521,1.4059,7.6700,114.400,7.1868,1.0681,32.070,33.150,1.5732,0.6356,4.289,,,,,,,,,,,,,,,1.3742,0.7277,102.409,75.037,132.028,
17FEB2010,0.8994,1.1119,1.8355,1.0455,6.8326,5.4636,7.7671,46.00,90.79,1144.00,3.3860,12.877,0.7042,1.4201,5.8851,1.4063,7.6000,114.250,7.2038,1.0768,31.990,33.150,1.5704,0.6368,4.289,,,,,,,,,,,,,,,1.3623,0.7341,102.625,75.420,131.987,
18FEB2010,0.8971,1.1147,1.8229,1.0450,6.8330,5.4877,7.7656,46.20,91.43,1144.20,3.3975,12.846,0.7016,1.4253,5.9530,1.4077,7.6225,114.350,7.2189,1.0806,32.040,33.160,1.5582,0.6418,4.289,,,,,,,,,,,,,,,1.3563,0.7373,102.778,75.689,131.962,
19FEB2010,0.8954,1.1168,1.8050,1.0419,6.8290,5.4964,7.7658,46.24,91.94,1153.00,3.4090,12.824,0.6959,1.4370,5.9667,1.4126,7.6493,114.350,7.2483,1.0824,32.080,33.170,1.5437,0.6478,4.289,,,,,,,,,,,,,,,1.3538,0.7387,102.860,75.819,131.969,
22FEB2010,0.8994,1.1119,1.8080,1.0428,6.8264,5.4774,7.7629,46.15,91.11,1149.20,3.4000,12.799,0.7010,1.4265,5.9096,1.4085,7.7150,114.350,7.2035,1.0773,32.020,33.100,1.5477,0.6461,4.289,,,,,,,,,,,,,,,1.3590,0.7358,102.628,75.566,131.787,
23FEB2010,0.8935,1.1192,1.8225,1.0517,6.8267,5.4980,7.7621,46.25,90.04,1155.00,3.4025,12.854,0.6950,1.4388,5.9334,1.4105,7.7461,114.250,7.2477,1.0818,32.080,33.060,1.5464,0.6467,4.289,,,,,,,,,,,,,,,1.3537,0.7387,102.844,75.750,132.031,
24FEB2010,0.8941,1.1184,1.8203,1.0551,6.8269,5.4824,7.7657,46.27,90.06,1156.00,3.3980,12.850,0.6935,1.4420,5.9203,1.4085,7.7550,114.250,7.2038,1.0779,32.060,33.000,1.5432,0.6480,4.289,,,,,,,,,,,,,,,1.3576,0.7366,102.834,75.738,132.024,
25FEB2010,0.8811,1.1349,1.8400,1.0675,6.8267,5.5229,7.7640,46.29,88.85,1166.20,3.4040,12.854,0.6861,1.4575,5.9843,1.4107,7.8500,114.500,7.2505,1.0858,32.090,33.070,1.5201,0.6579,4.289,,,,,,,,,,,,,,,1.3476,0.7421,103.190,76.184,132.224,
26FEB2010,0.8961,1.1159,1.8010,1.0520,6.8258,5.4482,7.7619,46.05,88.84,1159.00,3.4010,12.758,0.7000,1.4286,5.8992,1.4049,7.6400,114.600,7.1010,1.0711,32.120,33.020,1.5239,0.6562,4.289,,,,,,,,,,,,,,,1.3660,0.7321,102.491,75.358,131.763,
01MAR2010,0.9001,1.1110,1.7971,1.0421,6.8263,5.5057,7.7647,46.01,89.28,1153.00,3.3865,12.741,0.6991,1.4304,5.9508,1.4059,7.6210,114.550,7.2029,1.0827,32.040,32.840,1.4974,0.6678,4.289,,,,,,,,,,,,,,,1.3516,0.7399,102.600,75.653,131.600,
02MAR2010,0.9043,1.1058,1.7822,1.0325,6.8265,5.4868,7.7623,46.01,88.95,1147.00,3.3775,12.718,0.6962,1.4364,5.9450,1.4035,7.5980,114.550,7.1830,1.0790,32.010,32.710,1.4940,0.6693,4.289,,,,,,,,,,,,,,,1.3564,0.7372,102.290,75.291,131.391,
03MAR2010,0.9077,1.1017,1.7763,1.0286,6.8258,5.4198,7.7621,45.55,88.43,1141.00,3.3665,12.687,0.6949,1.4391,5.8582,1.3981,7.5050,114.250,7.1208,1.0652,31.950,32.650,1.5124,0.6612,4.289,,,,,,,,,,,,,,,1.3731,0.7283,101.807,74.665,131.152,
04MAR2010,0.8997,1.1115,1.7895,1.0307,6.8258,5.4840,7.7632,45.82,89.02,1145.50,3.3685,12.718,0.6875,1.4545,5.9384,1.4001,7.4800,114.150,7.1651,1.0780,31.940,32.610,1.5031,0.6653,4.289,,,,,,,,,,,,,,,1.3571,0.7369,102.215,75.217,131.323,
05MAR2010,0.9065,1.1031,1.7781,1.0284,6.8260,5.4673,7.7634,45.49,90.32,1139.50,3.3580,12.659,0.6952,1.4384,5.8990,1.3991,7.4202,114.180,7.1213,1.0751,31.910,32.630,1.5115,0.6616,4.289,,,,,,,,,,,,,,,1.3608,0.7349,102.080,75.213,131.015,
08MAR2010,0.9084,1.1008,1.7870,1.0286,6.8261,5.4663,7.7578,45.50,90.30,1131.50,3.3330,12.665,0.6988,1.4310,5.9038,1.3992,7.4031,114.150,7.1164,1.0744,31.850,32.690,1.5060,0.6640,4.289,,,,,,,,,,,,,,,1.3613,0.7346,102.044,75.219,130.922,
09MAR2010,0.9138,1.0943,1.7894,1.0249,6.8263,5.4755,7.7597,45.60,89.89,1135.15,3.3395,12.628,0.7027,1.4231,5.9030,1.3983,7.3850,114.100,7.1461,1.0765,31.800,32.710,1.5003,0.6665,4.289,,,,,,,,,,,,,,,1.3586,0.7361,101.996,75.156,130.898,
10MAR2010,0.9170,1.0905,1.7685,1.0241,6.8259,5.4476,7.7587,45.35,90.62,1128.10,3.3190,12.595,0.7079,1.4126,5.8627,1.3976,7.4090,114.050,7.1204,1.0702,31.830,32.630,1.4977,0.6677,4.289,,,,,,,,,,,,,,,1.3658,0.7322,101.842,75.080,130.649,
11MAR2010,0.9150,1.0929,1.7698,1.0262,6.8266,5.4416,7.7590,45.49,90.60,1133.43,3.3170,12.613,0.6996,1.4294,5.8689,1.3977,7.4366,113.950,7.1125,1.0689,31.750,32.660,1.5052,0.6644,4.289,,,,,,,,,,,,,,,1.3674,0.7313,101.859,75.059,130.717,
12MAR2010,0.9152,1.0927,1.7630,1.0187,6.8254,5.4106,7.7574,45.48,90.46,1128.33,3.3050,12.546,0.7006,1.4273,5.8342,1.3940,7.3848,113.940,7.0597,1.0599,31.730,32.540,1.5188,0.6584,4.289,,,,,,,,,,,,,,,1.3753,0.7271,101.478,74.630,130.436,
15MAR2010,0.9117,1.0969,1.7660,1.0216,6.8259,5.4502,7.7588,45.55,90.45,1134.50,3.3175,12.564,0.6999,1.4288,5.8733,1.3981,7.4200,114.000,7.1310,1.0635,31.830,32.540,1.5043,0.6648,4.289,,,,,,,,,,,,,,,1.3652,0.7325,101.772,74.984,130.621,
16MAR2010,0.9148,1.0931,1.7620,1.0147,6.8257,5.4077,7.7606,45.45,90.43,1133.00,3.3150,12.520,0.7073,1.4138,5.8227,1.3949,7.3675,114.100,7.0615,1.0556,31.810,32.420,1.5192,0.6582,4.289,,,,,,,,,,,,,,,1.3758,0.7268,101.429,74.518,130.481,
17MAR2010,0.9225,1.0840,1.7655,1.0110,6.8259,5.4156,7.7608,45.28,90.42,1128.00,3.2970,12.483,0.7160,1.3966,5.8176,1.3930,7.2378,114.080,7.0720,1.0551,31.700,32.310,1.5296,0.6538,4.289,,,,,,,,,,,,,,,1.3739,0.7279,101.279,74.415,130.279,
18MAR2010,0.9201,1.0868,1.7895,1.0139,6.8261,5.4681,7.7608,45.45,90.46,1131.50,3.3050,12.471,0.7135,1.4015,5.8837,1.3960,7.3050,114.000,7.1427,1.0630,31.740,32.280,1.5247,0.6559,4.289,,,,,,,,,,,,,,,1.3603,0.7351,101.572,74.815,130.394,
19MAR2010,0.9164,1.0912,1.7988,1.0153,6.8265,5.4992,7.7590,45.31,90.50,1133.58,3.3040,12.560,0.7091,1.4102,5.8902,1.3980,7.3396,114.000,7.1579,1.0615,31.730,32.290,1.5014,0.6660,4.289,,,,,,,,,,,,,,,1.3530,0.7391,101.849,75.101,130.635,
22MAR2010,0.9154,1.0924,1.8022,1.0193,6.8266,5.4983,7.7609,45.52,90.02,1135.50,3.3200,12.614,0.7054,1.4176,5.9517,1.4025,7.3380,114.100,7.2042,1.0580,31.790,32.330,1.5071,0.6635,4.289,,,,,,,,,,,,,,,1.3531,0.7390,101.952,75.096,130.881,
23MAR2010,0.9186,1.0886,1.7815,1.0176,6.8263,5.4965,7.7621,45.50,90.24,1136.80,3.3180,12.527,0.7067,1.4150,5.9315,1.3999,7.3290,114.000,7.1703,1.0561,31.820,32.310,1.5067,0.6637,4.289,,,,,,,,,,,,,,,1.3535,0.7388,101.825,75.065,130.629,
24MAR2010,0.9090,1.1001,1.7882,1.0268,6.8266,5.5726,7.7609,45.40,91.89,1137.00,3.3150,12.537,0.7023,1.4239,6.0249,1.4055,7.3455,114.000,7.2628,1.0692,31.810,32.350,1.4914,0.6705,4.289,,,,,,,,,,,,,,,1.3347,0.7492,102.446,76.027,130.724,
25MAR2010,0.9119,1.0966,1.8050,1.0188,6.8270,5.5758,7.7609,45.50,92.69,1142.30,3.3155,12.490,0.7085,1.4114,6.0594,1.4055,7.4445,114.080,7.2201,1.0697,31.830,32.380,1.4884,0.6719,4.289,,,,,,,,,,,,,,,1.3344,0.7494,102.405,75.970,130.708,
26MAR2010,0.9042,1.1060,1.8207,1.0283,6.8269,5.5540,7.7620,45.16,92.56,1138.00,3.3050,12.541,0.7036,1.4213,6.0366,1.4033,7.4445,114.080,7.2525,1.0662,31.870,32.390,1.4906,0.6709,4.289,,,,,,,,,,,,,,,1.3398,0.7464,102.493,76.054,130.794,
29MAR2010,0.9152,1.0927,1.8080,1.0201,6.8264,5.5270,7.7635,44.94,92.65,1135.00,3.2650,12.462,0.7088,1.4108,5.9797,1.3988,7.3980,114.080,7.2511,1.0634,31.820,32.340,1.4969,0.6680,4.289,,,,,,,,,,,,,,,1.3465,0.7427,102.108,75.688,130.415,
30MAR2010,0.9183,1.0890,1.7970,1.0189,6.8258,5.5520,7.7648,45.06,92.89,1131.00,3.2672,12.413,0.7094,1.4096,5.9949,1.3997,7.3900,114.000,7.2712,1.0671,31.780,32.330,1.5090,0.6627,4.289,,,,,,,,,,,,,,,1.3409,0.7458,102.079,75.768,130.236,
31MAR2010,0.9169,1.0906,1.7821,1.0156,6.8258,5.5033,7.7647,44.95,93.40,1131.20,3.2567,12.301,0.7098,1.4088,5.9387,1.3986,7.3300,114.000,7.2028,1.0528,31.730,32.360,1.5186,0.6585,4.289,,,,,,,,,,,,,,,1.3526,0.7393,101.735,75.439,129.900,
01APR2010,0.9212,1.0855,1.7659,1.0073,6.8263,5.4876,7.7671,44.79,93.83,1126.30,3.2560,12.300,0.7079,1.4126,5.9145,1.3965,7.2600,113.800,7.1672,1.0559,31.740,32.330,1.5290,0.6540,4.289,,,,,,,,,,,,,,,1.3569,0.7370,101.520,75.178,129.766,
02APR2010,0.9187,1.0885,1.7640,1.0110,6.8255,5.5191,7.7672,44.74,94.51,1125.90,3.2460,12.287,0.7060,1.4164,5.9435,1.3985,7.2400,113.800,7.1910,1.0632,31.740,32.340,1.5197,0.6580,4.289,,,,,,,,,,,,,,,1.3487,0.7415,101.743,75.588,129.711,
05APR2010,0.9210,1.0858,1.7585,1.0025,6.8256,5.5187,7.7659,44.39,94.28,1122.80,3.2200,12.273,0.7048,1.4188,5.9393,1.3971,7.2375,113.750,7.1714,1.0619,31.700,32.380,1.5284,0.6543,4.289,,,,,,,,,,,,,,,1.3486,0.7415,101.512,75.323,129.546,
06APR2010,0.9254,1.0806,1.7593,1.0001,6.8250,5.5640,7.7652,44.41,93.81,1123.90,3.2115,12.244,0.7010,1.4265,5.9827,1.3966,7.2650,113.800,7.2249,1.0704,31.670,32.370,1.5230,0.6566,4.289,,,,,,,,,,,,,,,1.3378,0.7475,101.572,75.471,129.480,
07APR2010,0.9287,1.0768,1.7635,1.0028,6.8254,5.5699,7.7614,44.44,93.59,1120.00,3.2070,12.229,0.7079,1.4126,5.9648,1.3946,7.2705,113.750,7.2320,1.0716,31.580,32.360,1.5246,0.6559,4.289,,,,,,,,,,,,,,,1.3364,0.7483,101.569,75.519,129.405,
08APR2010,0.9283,1.0772,1.7780,1.0019,6.8240,5.5694,7.7580,44.41,93.16,1123.00,3.1970,12.236,0.7068,1.4148,5.9520,1.3941,7.2675,113.850,7.2370,1.0723,31.600,32.270,1.5272,0.6548,4.289,,,,,,,,,,,,,,,1.3360,0.7485,101.545,75.441,129.459,
09APR2010,0.9326,1.0723,1.7709,1.0055,6.8229,5.5251,7.7565,44.10,93.28,1117.00,3.1850,12.188,0.7160,1.3966,5.9138,1.3890,7.2530,113.850,7.2110,1.0672,31.530,32.200,1.5371,0.6506,4.289,,,,,,,,,,,,,,,1.3468,0.7425,101.293,75.247,129.146,
12APR2010,0.9297,1.0756,1.7575,1.0015,6.8252,5.4779,7.7580,44.41,93.21,1114.00,3.2100,12.169,0.7134,1.4017,5.8851,1.3902,7.2623,113.750,7.1872,1.0598,31.520,32.360,1.5368,0.6507,4.289,,,,,,,,,,,,,,,1.3587,0.7360,101.073,74.891,129.133,
13APR2010,0.9274,1.0783,1.7583,1.0029,6.8255,5.4757,7.7607,44.47,92.78,1123.70,3.2210,12.188,0.7132,1.4021,5.8777,1.3922,7.2744,113.710,7.1656,1.0573,31.557,32.330,1.5416,0.6487,4.289,,,,,,,,,,,,,,,1.3592,0.7357,101.110,74.828,129.307,
14APR2010,0.9359,1.0685,1.7445,0.9960,6.8258,5.4448,7.7605,44.20,93.01,1111.50,3.1990,12.190,0.7148,1.3990,5.8451,1.3732,7.3001,113.750,7.1175,1.0512,31.380,32.220,1.5484,0.6458,4.289,,,,,,,,,,,,,,,1.3666,0.7317,100.770,74.487,128.997,
15APR2010,0.9322,1.0727,1.7428,1.0013,6.8260,5.4965,7.7608,44.32,93.04,1107.00,3.1950,12.198,0.7107,1.4071,5.8708,1.3744,7.3406,113.800,7.1539,1.0595,31.350,32.220,1.5465,0.6466,4.289,,,,,,,,,,,,,,,1.3540,0.7386,101.026,74.907,129.002,
16APR2010,0.9252,1.0808,1.7610,1.0145,6.8253,5.5184,7.7621,44.30,92.03,1110.00,3.1900,12.270,0.7079,1.4126,5.9032,1.3746,7.4043,113.950,7.1909,1.0624,31.350,32.220,1.5395,0.6496,4.289,,,,,,,,,,,,,,,1.3487,0.7415,101.316,75.223,129.235,
19APR2010,0.9185,1.0887,1.7622,1.0199,6.8262,5.5294,7.7611,44.72,92.18,1118.10,3.2160,12.335,0.7070,1.4144,5.9309,1.3795,7.4875,113.900,7.1902,1.0650,31.480,32.230,1.5263,0.6552,4.289,,,,,,,,,,,,,,,1.3458,0.7431,101.645,75.497,129.612,
20APR2010,0.9312,1.0739,1.7509,0.9984,6.8253,5.5332,7.7634,44.50,93.28,1117.80,3.2045,12.222,0.7116,1.4053,5.9022,1.3749,7.3925,113.850,7.1465,1.0673,31.390,32.160,1.5375,0.6504,4.289,,,,,,,,,,,,,,,1.3446,0.7437,101.262,75.124,129.245,
21APR2010,0.9278,1.0778,1.7497,0.9983,6.8275,5.5593,7.7636,44.54,93.24,1107.60,3.1980,12.180,0.7091,1.4102,5.9045,1.3723,7.3938,113.900,7.1848,1.0708,31.380,32.170,1.5397,0.6495,4.289,,,,,,,,,,,,,,,1.3383,0.7472,101.265,75.262,129.061,
22APR2010,0.9246,1.0815,1.7690,1.0014,6.8263,5.5960,7.7626,44.52,93.01,1108.20,3.1965,12.264,0.7094,1.4096,5.9314,1.3733,7.5073,113.850,7.2422,1.0778,31.420,32.260,1.5368,0.6507,4.289,,,,,,,,,,,,,,,1.3298,0.7520,101.535,75.523,129.322,
23APR2010,0.9229,1.0835,1.7633,1.0026,6.8270,5.5688,7.7628,44.42,94.18,1108.50,3.1900,12.202,0.7146,1.3994,5.8943,1.3710,7.4460,113.850,7.1778,1.0743,31.380,32.190,1.5363,0.6509,4.289,,,,,,,,,,,,,,,1.3360,0.7485,101.473,75.568,129.117,
26APR2010,0.9273,1.0784,1.7450,1.0009,6.8266,5.5792,7.7629,44.33,94.06,1104.00,3.1810,12.156,0.7238,1.3816,5.8781,1.3679,7.3390,113.920,7.1680,1.0753,31.310,32.200,1.5466,0.6466,4.289,,,,,,,,,,,,,,,1.3336,0.7499,101.329,75.512,128.863,
27APR2010,0.9170,1.0905,1.7652,1.0169,6.8256,5.6248,7.7639,44.41,93.01,1110.00,3.1850,12.268,0.7110,1.4065,5.9305,1.3722,7.4400,113.800,7.2664,1.0837,31.340,32.220,1.5285,0.6542,4.289,,,,,,,,,,,,,,,1.3230,0.7559,101.867,76.081,129.318,
28APR2010,0.9220,1.0846,1.7622,1.0125,6.8245,5.6659,7.7675,44.54,94.07,1118.00,3.2150,12.414,0.7167,1.3953,5.9890,1.3763,7.4850,113.800,7.3420,1.0910,31.460,32.310,1.5160,0.6596,4.289,,,,,,,,,,,,,,,1.3130,0.7616,102.279,76.416,129.801,
29APR2010,0.9277,1.0779,1.7305,1.0052,6.8259,5.6200,7.7645,44.61,94.16,1114.80,3.1900,12.234,0.7230,1.3831,5.9175,1.3683,7.3600,113.900,7.2528,1.0824,31.300,32.240,1.5303,0.6535,4.289,,,,,,,,,,,,,,,1.3243,0.7551,101.700,75.916,129.162,
30APR2010,0.9306,1.0746,1.7270,1.0112,6.8247,5.5952,7.7637,44.20,94.24,1108.00,3.1840,12.228,0.7320,1.3661,5.9005,1.3701,7.3515,113.900,7.2359,1.0767,31.310,32.330,1.5308,0.6533,4.289,,,,,,,,,,,,,,,1.3302,0.7518,101.634,75.909,129.018,
03MAY2010,0.9255,1.0805,1.7360,1.0134,6.8245,5.6452,7.7626,44.46,94.68,1118.40,3.2050,12.266,0.7307,1.3686,5.9418,1.3717,7.4230,113.650,7.2807,1.0868,31.400,32.330,1.5242,0.6561,4.289,,,,,,,,,,,,,,,1.3183,0.7586,102.029,76.344,129.329,
