PERMNO,DATE,COMNAM,TICKER,PRC,VOL,NUMTRD,RET,RETX
10107,20010529,MICROSOFT CORP,MSFT,70.34000,36207279,47884,-0.008038,-0.008038
10107,20010530,MICROSOFT CORP,MSFT,69.19000,43654750,47754,-0.016349,-0.016349
10107,20010531,MICROSOFT CORP,MSFT,69.18000,35870756,44594,-0.000145,-0.000145
10107,20010601,MICROSOFT CORP,MSFT,70.34000,29386890,38738,0.016768,0.016768
10107,20010604,MICROSOFT CORP,MSFT,70.78000,22117147,33417,0.006255,0.006255
10107,20010605,MICROSOFT CORP,MSFT,72.60000,45108261,54725,0.025713,0.025713
10107,20010606,MICROSOFT CORP,MSFT,72.36000,40373915,48615,-0.003306,-0.003306
10107,20010607,MICROSOFT CORP,MSFT,73.68000,33882521,35229,0.018242,0.018242
10107,20010608,MICROSOFT CORP,MSFT,73.19000,26147041,32494,-0.006650,-0.006650
10107,20010611,MICROSOFT CORP,MSFT,72.12000,23828439,29825,-0.014619,-0.014619
10107,20010612,MICROSOFT CORP,MSFT,72.08000,33546651,36136,-0.000555,-0.000555
10107,20010613,MICROSOFT CORP,MSFT,70.69000,27861527,34540,-0.019284,-0.019284
10107,20010614,MICROSOFT CORP,MSFT,68.90000,36784354,40563,-0.025322,-0.025322
10107,20010615,MICROSOFT CORP,MSFT,68.02000,56424112,46696,-0.012772,-0.012772
10107,20010618,MICROSOFT CORP,MSFT,66.88000,30477685,40157,-0.016760,-0.016760
10107,20010619,MICROSOFT CORP,MSFT,67.32000,32338164,43133,0.006579,0.006579
10107,20010620,MICROSOFT CORP,MSFT,69.41000,32567810,43143,0.031046,0.031046
10107,20010621,MICROSOFT CORP,MSFT,69.84000,35180200,41246,0.006195,0.006195
10107,20010622,MICROSOFT CORP,MSFT,68.83000,25700136,32841,-0.014462,-0.014462
