PERMNO,DATE,COMNAM,TICKER,PRC,VOL,NUMTRD,RET,RETX
10107,20040113,MICROSOFT CORP,MSFT,27.43000,55258746,60747,-0.005078,-0.005078
10107,20040114,MICROSOFT CORP,MSFT,27.70000,44068727,48577,0.009843,0.009843
10107,20040115,MICROSOFT CORP,MSFT,27.54000,59037567,69603,-0.005776,-0.005776
10107,20040116,MICROSOFT CORP,MSFT,27.81000,64857307,61907,0.009804,0.009804
10107,20040120,MICROSOFT CORP,MSFT,28.10000,63262772,66840,0.010428,0.010428
10107,20040121,MICROSOFT CORP,MSFT,28.30000,54328268,65002,0.007117,0.007117
10107,20040122,MICROSOFT CORP,MSFT,28.01000,81181119,95465,-0.010247,-0.010247
10107,20040123,MICROSOFT CORP,MSFT,28.48000,130866394,127312,0.016780,0.016780
10107,20040126,MICROSOFT CORP,MSFT,28.80000,74627075,70962,0.011236,0.011236
10107,20040127,MICROSOFT CORP,MSFT,28.25000,64854986,76209,-0.019097,-0.019097
10107,20040128,MICROSOFT CORP,MSFT,27.71000,71729669,87064,-0.019115,-0.019115
10107,20040129,MICROSOFT CORP,MSFT,27.91000,64153630,90668,0.007218,0.007218
10107,20040130,MICROSOFT CORP,MSFT,27.65000,40997906,65469,-0.009316,-0.009316
10107,20040202,MICROSOFT CORP,MSFT,27.40000,63419215,95851,-0.009042,-0.009042
10107,20040203,MICROSOFT CORP,MSFT,27.29000,48855768,75783,-0.004015,-0.004015
10107,20040204,MICROSOFT CORP,MSFT,27.01000,61290131,96941,-0.010260,-0.010260
10107,20040205,MICROSOFT CORP,MSFT,26.96000,55934112,84731,-0.001851,-0.001851
10107,20040206,MICROSOFT CORP,MSFT,27.08000,47274589,69908,0.004451,0.004451
10107,20040209,MICROSOFT CORP,MSFT,26.90000,48265588,64046,-0.006647,-0.006647
10107,20040210,MICROSOFT CORP,MSFT,27.02000,38260433,61733,0.004461,0.004461
10107,20040211,MICROSOFT CORP,MSFT,27.15000,51971964,76934,0.004811,0.004811
10107,20040212,MICROSOFT CORP,MSFT,26.95000,45308489,57692,-0.007366,-0.007366
10107,20040213,MICROSOFT CORP,MSFT,26.59000,67773307,87688,-0.013358,-0.013358
10107,20040217,MICROSOFT CORP,MSFT,26.99000,44015784,63200,0.015043,0.015043
10107,20040218,MICROSOFT CORP,MSFT,26.77000,50750333,67977,-0.008151,-0.008151
10107,20040219,MICROSOFT CORP,MSFT,26.46000,62579924,78462,-0.011580,-0.011580
10107,20040220,MICROSOFT CORP,MSFT,26.57000,58610364,74163,0.004157,0.004157
10107,20040223,MICROSOFT CORP,MSFT,26.61000,50469403,71234,0.001505,0.001505
10107,20040224,MICROSOFT CORP,MSFT,26.88000,57016501,76685,0.010147,0.010147
10107,20040225,MICROSOFT CORP,MSFT,26.70000,64567214,78099,-0.006696,-0.006696
10107,20040226,MICROSOFT CORP,MSFT,26.50000,66816905,75334,-0.007491,-0.007491
10107,20040227,MICROSOFT CORP,MSFT,26.53000,58800889,70075,0.001132,0.001132
10107,20040301,MICROSOFT CORP,MSFT,26.70000,52994734,68816,0.006408,0.006408
10107,20040302,MICROSOFT CORP,MSFT,26.39000,66460380,72165,-0.011611,-0.011611
10107,20040303,MICROSOFT CORP,MSFT,26.37000,52403357,66639,-0.000758,-0.000758
10107,20040304,MICROSOFT CORP,MSFT,26.37000,44293872,54852,0.000000,0.000000
10107,20040305,MICROSOFT CORP,MSFT,26.35000,60756459,82735,-0.000758,-0.000758
10107,20040308,MICROSOFT CORP,MSFT,25.83000,69649066,90439,-0.019734,-0.019734
10107,20040309,MICROSOFT CORP,MSFT,25.72000,82547277,106393,-0.004259,-0.004259
10107,20040310,MICROSOFT CORP,MSFT,25.37000,76420026,92037,-0.013608,-0.013608
10107,20040311,MICROSOFT CORP,MSFT,25.09000,91100841,114035,-0.011037,-0.011037
10107,20040312,MICROSOFT CORP,MSFT,25.38000,64704486,83267,0.011558,0.011558
10107,20040315,MICROSOFT CORP,MSFT,25.16000,74955900,90166,-0.008668,-0.008668
10107,20040316,MICROSOFT CORP,MSFT,25.18000,65547503,89460,0.000795,0.000795
10107,20040317,MICROSOFT CORP,MSFT,25.13000,57682006,72488,-0.001986,-0.001986
10107,20040318,MICROSOFT CORP,MSFT,24.89000,123492026,149388,-0.009550,-0.009550
10107,20040319,MICROSOFT CORP,MSFT,24.63000,88433332,87390,-0.010446,-0.010446
10107,20040322,MICROSOFT CORP,MSFT,24.50000,127957628,163591,-0.005278,-0.005278
10107,20040323,MICROSOFT CORP,MSFT,24.15000,112219921,111764,-0.014286,-0.014286
10107,20040324,MICROSOFT CORP,MSFT,24.41000,98292302,116724,0.010766,0.010766
10107,20040325,MICROSOFT CORP,MSFT,25.19000,85978710,110097,0.031954,0.031954
10107,20040326,MICROSOFT CORP,MSFT,25.03000,62025452,77755,-0.006352,-0.006352
10107,20040329,MICROSOFT CORP,MSFT,25.31000,52265866,66696,0.011187,0.011187
10107,20040330,MICROSOFT CORP,MSFT,25.20000,59863297,75879,-0.004346,-0.004346
10107,20040331,MICROSOFT CORP,MSFT,24.93000,70994899,87072,-0.010714,-0.010714
10107,20040401,MICROSOFT CORP,MSFT,25.08000,69325702,76233,0.006017,0.006017
10107,20040402,MICROSOFT CORP,MSFT,25.85000,98345957,106081,0.030702,0.030702
10107,20040405,MICROSOFT CORP,MSFT,25.95100,53924533,69330,0.003907,0.003907
10107,20040406,MICROSOFT CORP,MSFT,25.80000,49250969,60627,-0.005819,-0.005819
10107,20040407,MICROSOFT CORP,MSFT,25.59000,63483310,76828,-0.008139,-0.008139
10107,20040408,MICROSOFT CORP,MSFT,25.48000,47418617,62429,-0.004299,-0.004299
10107,20040412,MICROSOFT CORP,MSFT,25.61000,38932818,53847,0.005102,0.005102
10107,20040413,MICROSOFT CORP,MSFT,25.45000,57043792,76050,-0.006248,-0.006248
10107,20040414,MICROSOFT CORP,MSFT,25.51000,61277267,73691,0.002358,0.002358
10107,20040415,MICROSOFT CORP,MSFT,25.21500,74506915,97333,-0.011564,-0.011564
10107,20040416,MICROSOFT CORP,MSFT,25.16000,51815070,73053,-0.002181,-0.002181
10107,20040419,MICROSOFT CORP,MSFT,25.53000,44809826,71320,0.014706,0.014706
10107,20040420,MICROSOFT CORP,MSFT,25.33000,60091124,87226,-0.007834,-0.007834
10107,20040421,MICROSOFT CORP,MSFT,25.45000,49295245,75998,0.004737,0.004737
10107,20040422,MICROSOFT CORP,MSFT,25.95000,100909352,123462,0.019646,0.019646
10107,20040423,MICROSOFT CORP,MSFT,27.54000,258456542,203954,0.061272,0.061272
10107,20040426,MICROSOFT CORP,MSFT,27.24000,89573841,106091,-0.010893,-0.010893
10107,20040427,MICROSOFT CORP,MSFT,27.22000,82258189,92012,-0.000734,-0.000734
10107,20040428,MICROSOFT CORP,MSFT,26.56000,73142287,97541,-0.024247,-0.024247
10107,20040429,MICROSOFT CORP,MSFT,26.48000,80402737,98374,-0.003012,-0.003012
10107,20040430,MICROSOFT CORP,MSFT,26.13000,66533424,95615,-0.013218,-0.013218
10107,20040503,MICROSOFT CORP,MSFT,26.35000,86418992,79246,0.008419,0.008419
10107,20040504,MICROSOFT CORP,MSFT,26.33000,57085226,81885,-0.000759,-0.000759
10107,20040505,MICROSOFT CORP,MSFT,26.30000,53306062,73140,-0.001139,-0.001139
10107,20040506,MICROSOFT CORP,MSFT,26.12000,62920626,87563,-0.006844,-0.006844
10107,20040507,MICROSOFT CORP,MSFT,25.78000,68485728,95333,-0.013017,-0.013017
10107,20040510,MICROSOFT CORP,MSFT,25.93000,65433875,96114,0.005818,0.005818
10107,20040511,MICROSOFT CORP,MSFT,25.94000,58126861,81574,0.000386,0.000386
10107,20040512,MICROSOFT CORP,MSFT,25.94000,64243191,98457,0.000000,0.000000
10107,20040513,MICROSOFT CORP,MSFT,26.10000,65695355,87310,0.006168,0.006168
10107,20040514,MICROSOFT CORP,MSFT,25.86000,44020472,80238,-0.009195,-0.009195
10107,20040517,MICROSOFT CORP,MSFT,25.54000,57770107,78536,-0.012374,-0.012374
10107,20040518,MICROSOFT CORP,MSFT,25.83000,58199056,73196,0.011355,0.011355
10107,20040519,MICROSOFT CORP,MSFT,25.62000,60225360,82528,-0.008130,-0.008130
10107,20040520,MICROSOFT CORP,MSFT,25.73000,52404617,80850,0.004293,0.004293
10107,20040521,MICROSOFT CORP,MSFT,25.89000,59230328,75600,0.006218,0.006218
10107,20040524,MICROSOFT CORP,MSFT,25.76000,56718008,76416,-0.005021,-0.005021
10107,20040525,MICROSOFT CORP,MSFT,26.10000,66782440,86369,0.013199,0.013199
10107,20040526,MICROSOFT CORP,MSFT,26.14000,50555908,72959,0.001533,0.001533
10107,20040527,MICROSOFT CORP,MSFT,26.19000,50271331,63864,0.001913,0.001913
10107,20040528,MICROSOFT CORP,MSFT,26.23000,38230395,45201,0.001527,0.001527
10107,20040601,MICROSOFT CORP,MSFT,26.11000,50095625,62805,-0.004575,-0.004575
10107,20040602,MICROSOFT CORP,MSFT,26.13000,54107539,69795,0.000766,0.000766
10107,20040603,MICROSOFT CORP,MSFT,25.89000,46232688,62407,-0.009185,-0.009185
10107,20040604,MICROSOFT CORP,MSFT,25.95000,48927540,59364,0.002318,0.002318
10107,20040607,MICROSOFT CORP,MSFT,26.43000,66264288,70090,0.018497,0.018497
10107,20040608,MICROSOFT CORP,MSFT,26.60000,59939828,65663,0.006432,0.006432
10107,20040609,MICROSOFT CORP,MSFT,26.47000,50624254,64386,-0.004887,-0.004887
10107,20040610,MICROSOFT CORP,MSFT,26.77000,49475897,59148,0.011334,0.011334
10107,20040614,MICROSOFT CORP,MSFT,26.90000,68095730,79549,0.004856,0.004856
10107,20040615,MICROSOFT CORP,MSFT,27.40500,114853001,116961,0.018773,0.018773
10107,20040616,MICROSOFT CORP,MSFT,27.32000,67861793,78124,-0.003102,-0.003102
10107,20040617,MICROSOFT CORP,MSFT,27.76900,106425354,98404,0.016435,0.016435
10107,20040618,MICROSOFT CORP,MSFT,28.35000,135845130,125999,0.020923,0.020923
10107,20040621,MICROSOFT CORP,MSFT,28.35000,117265711,113712,0.000000,0.000000
10107,20040622,MICROSOFT CORP,MSFT,28.29000,99891518,111801,-0.002116,-0.002116
10107,20040623,MICROSOFT CORP,MSFT,28.30000,59931535,74043,0.000353,0.000353
10107,20040624,MICROSOFT CORP,MSFT,28.39000,68600277,82207,0.003180,0.003180
10107,20040625,MICROSOFT CORP,MSFT,28.57000,83921344,71152,0.006340,0.006340
10107,20040628,MICROSOFT CORP,MSFT,28.28000,77184634,94021,-0.010150,-0.010150
10107,20040629,MICROSOFT CORP,MSFT,28.50000,55944800,71626,0.007779,0.007779
10107,20040630,MICROSOFT CORP,MSFT,28.56000,84035310,93735,0.002105,0.002105
10107,20040701,MICROSOFT CORP,MSFT,28.63000,79965272,102062,0.002451,0.002451
10107,20040702,MICROSOFT CORP,MSFT,28.57000,36900019,56453,-0.002096,-0.002096
10107,20040706,MICROSOFT CORP,MSFT,28.02000,62831647,93020,-0.019251,-0.019251
10107,20040707,MICROSOFT CORP,MSFT,28.10000,66599601,95173,0.002855,0.002855
10107,20040708,MICROSOFT CORP,MSFT,27.64000,59422919,88149,-0.016370,-0.016370
10107,20040709,MICROSOFT CORP,MSFT,27.86000,50275783,72166,0.007960,0.007960
10107,20040712,MICROSOFT CORP,MSFT,27.89000,45952592,65819,0.001077,0.001077
10107,20040713,MICROSOFT CORP,MSFT,27.60000,43549257,62554,-0.010398,-0.010398
10107,20040714,MICROSOFT CORP,MSFT,28.13000,88104882,113096,0.019203,0.019203
10107,20040715,MICROSOFT CORP,MSFT,27.87000,47199809,76872,-0.009243,-0.009243
10107,20040716,MICROSOFT CORP,MSFT,27.48000,66489626,88685,-0.013994,-0.013994
10107,20040719,MICROSOFT CORP,MSFT,27.95000,60523171,85956,0.017103,0.017103
10107,20040720,MICROSOFT CORP,MSFT,28.32000,90750550,122654,0.013238,0.013238
10107,20040721,MICROSOFT CORP,MSFT,28.86000,205044656,236675,0.019068,0.019068
10107,20040722,MICROSOFT CORP,MSFT,29.00000,126633640,173659,0.004851,0.004851
10107,20040723,MICROSOFT CORP,MSFT,28.03000,98433454,145650,-0.033448,-0.033448
10107,20040726,MICROSOFT CORP,MSFT,28.66000,72522055,123509,0.022476,0.022476
10107,20040727,MICROSOFT CORP,MSFT,28.44000,75288351,102592,-0.007676,-0.007676
10107,20040728,MICROSOFT CORP,MSFT,28.58000,62820026,102749,0.004923,0.004923
10107,20040729,MICROSOFT CORP,MSFT,28.48000,60569241,98836,-0.003499,-0.003499
10107,20040730,MICROSOFT CORP,MSFT,28.49000,59583964,86599,0.000351,0.000351
10107,20040802,MICROSOFT CORP,MSFT,28.52000,53415674,84099,0.001053,0.001053
10107,20040803,MICROSOFT CORP,MSFT,28.07000,54803940,86574,-0.015778,-0.015778
10107,20040804,MICROSOFT CORP,MSFT,28.06000,46443024,70901,-0.000356,-0.000356
10107,20040805,MICROSOFT CORP,MSFT,27.53000,55793434,94490,-0.018888,-0.018888
10107,20040806,MICROSOFT CORP,MSFT,27.14000,76431484,120700,-0.014166,-0.014166
10107,20040809,MICROSOFT CORP,MSFT,27.18000,52206587,71096,0.001474,0.001474
10107,20040810,MICROSOFT CORP,MSFT,27.72000,57841021,83501,0.019868,0.019868
10107,20040811,MICROSOFT CORP,MSFT,27.41000,53140375,85731,-0.011183,-0.011183
10107,20040812,MICROSOFT CORP,MSFT,26.88000,50370586,79513,-0.019336,-0.019336
10107,20040813,MICROSOFT CORP,MSFT,27.02000,54644707,68988,0.005208,0.005208
10107,20040816,MICROSOFT CORP,MSFT,27.09000,55911292,74004,0.002591,0.002591
10107,20040817,MICROSOFT CORP,MSFT,27.05000,61075085,72793,-0.001477,-0.001477
10107,20040818,MICROSOFT CORP,MSFT,27.46000,75920077,87311,0.015157,0.015157
10107,20040819,MICROSOFT CORP,MSFT,27.12000,54692608,75093,-0.012382,-0.012382
10107,20040820,MICROSOFT CORP,MSFT,27.20000,52428080,64796,0.002950,0.002950
10107,20040823,MICROSOFT CORP,MSFT,27.24000,40861974,68199,0.004412,0.001471
10107,20040824,MICROSOFT CORP,MSFT,27.24000,47414504,62523,0.000000,0.000000
10107,20040825,MICROSOFT CORP,MSFT,27.55000,53660617,80314,0.011380,0.011380
10107,20040826,MICROSOFT CORP,MSFT,27.44000,35522262,59089,-0.003993,-0.003993
10107,20040827,MICROSOFT CORP,MSFT,27.46000,33359492,55289,0.000729,0.000729
10107,20040830,MICROSOFT CORP,MSFT,27.30000,36717745,60554,-0.005827,-0.005827
10107,20040831,MICROSOFT CORP,MSFT,27.30000,53967026,78963,0.000000,0.000000
10107,20040901,MICROSOFT CORP,MSFT,27.39000,49224484,84542,0.003297,0.003297
10107,20040902,MICROSOFT CORP,MSFT,27.62000,42297990,69514,0.008397,0.008397
10107,20040903,MICROSOFT CORP,MSFT,27.11000,46334877,71976,-0.018465,-0.018465
10107,20040907,MICROSOFT CORP,MSFT,27.36000,45684562,76080,0.009222,0.009222
10107,20040908,MICROSOFT CORP,MSFT,27.26000,56236251,71892,-0.003655,-0.003655
10107,20040909,MICROSOFT CORP,MSFT,27.28000,56994512,88688,0.000734,0.000734
10107,20040910,MICROSOFT CORP,MSFT,27.49000,53862165,77481,0.007698,0.007698
10107,20040913,MICROSOFT CORP,MSFT,27.25000,49355212,67567,-0.008730,-0.008730
10107,20040914,MICROSOFT CORP,MSFT,27.44000,56442937,73805,0.006972,0.006972
10107,20040915,MICROSOFT CORP,MSFT,27.19000,53578595,70263,-0.009111,-0.009111
10107,20040916,MICROSOFT CORP,MSFT,27.26000,36539059,54119,0.002574,0.002574
10107,20040917,MICROSOFT CORP,MSFT,27.51000,67587871,67127,0.009171,0.009171
10107,20040920,MICROSOFT CORP,MSFT,27.51000,52103099,75698,0.000000,0.000000
10107,20040921,MICROSOFT CORP,MSFT,27.26000,74811533,90416,-0.009088,-0.009088
10107,20040922,MICROSOFT CORP,MSFT,27.12000,71725823,93025,-0.005136,-0.005136
10107,20040923,MICROSOFT CORP,MSFT,27.35000,56704007,77071,0.008481,0.008481
10107,20040924,MICROSOFT CORP,MSFT,27.29000,50820624,72154,-0.002194,-0.002194
10107,20040927,MICROSOFT CORP,MSFT,27.19000,49204464,61913,-0.003664,-0.003664
10107,20040928,MICROSOFT CORP,MSFT,27.27000,62883223,88549,0.002942,0.002942
10107,20040929,MICROSOFT CORP,MSFT,27.58000,61641680,85531,0.011368,0.011368
10107,20040930,MICROSOFT CORP,MSFT,27.65000,78277952,80933,0.002538,0.002538
10107,20041001,MICROSOFT CORP,MSFT,28.25000,67046904,105027,0.021700,0.021700
10107,20041004,MICROSOFT CORP,MSFT,28.12000,62748067,91675,-0.004602,-0.004602
10107,20041005,MICROSOFT CORP,MSFT,28.38000,58705445,86849,0.009246,0.009246
10107,20041006,MICROSOFT CORP,MSFT,28.53000,63195693,79780,0.005285,0.005285
10107,20041007,MICROSOFT CORP,MSFT,28.17000,44967422,59526,-0.012618,-0.012618
10107,20041008,MICROSOFT CORP,MSFT,27.99000,49661599,80839,-0.006390,-0.006390
10107,20041011,MICROSOFT CORP,MSFT,28.06000,44942922,61944,0.002501,0.002501
10107,20041012,MICROSOFT CORP,MSFT,28.03000,62752355,81637,-0.001069,-0.001069
10107,20041013,MICROSOFT CORP,MSFT,28.03000,58278094,75418,0.000000,0.000000
10107,20041014,MICROSOFT CORP,MSFT,27.80000,42074642,74749,-0.008206,-0.008206
10107,20041015,MICROSOFT CORP,MSFT,27.99000,50212272,80275,0.006835,0.006835
10107,20041018,MICROSOFT CORP,MSFT,28.41000,52363810,84909,0.015005,0.015005
10107,20041019,MICROSOFT CORP,MSFT,28.18000,60414899,94066,-0.008096,-0.008096
10107,20041020,MICROSOFT CORP,MSFT,28.69900,69333434,109540,0.018417,0.018417
10107,20041021,MICROSOFT CORP,MSFT,28.56000,95972792,124928,-0.004843,-0.004843
10107,20041022,MICROSOFT CORP,MSFT,27.74000,103899947,132691,-0.028711,-0.028711
10107,20041025,MICROSOFT CORP,MSFT,27.63000,62899505,86301,-0.003965,-0.003965
10107,20041026,MICROSOFT CORP,MSFT,27.90000,78301471,100574,0.009772,0.009772
10107,20041027,MICROSOFT CORP,MSFT,28.15000,72923214,108640,0.008961,0.008961
10107,20041028,MICROSOFT CORP,MSFT,28.01000,65886983,84413,-0.004973,-0.004973
10107,20041029,MICROSOFT CORP,MSFT,27.97000,80458997,87365,-0.001428,-0.001428
10107,20041101,MICROSOFT CORP,MSFT,28.08000,74482221,100432,0.003933,0.003933
10107,20041102,MICROSOFT CORP,MSFT,28.24000,92221736,113365,0.005698,0.005698
10107,20041103,MICROSOFT CORP,MSFT,28.47000,80319967,99789,0.008144,0.008144
10107,20041104,MICROSOFT CORP,MSFT,29.00000,92875131,114012,0.018616,0.018616
10107,20041105,MICROSOFT CORP,MSFT,29.31000,95449647,128109,0.010690,0.010690
10107,20041108,MICROSOFT CORP,MSFT,29.28000,117520236,121308,-0.001023,-0.001023
10107,20041109,MICROSOFT CORP,MSFT,29.77000,110170816,139698,0.016735,0.016735
10107,20041110,MICROSOFT CORP,MSFT,29.73000,84822056,118486,-0.001344,-0.001344
10107,20041111,MICROSOFT CORP,MSFT,29.98000,100197958,120606,0.008409,0.008409
10107,20041112,MICROSOFT CORP,MSFT,29.97000,165975165,180121,-0.000334,-0.000334
10107,20041115,MICROSOFT CORP,MSFT,27.39000,109942050,123467,0.016683,-0.086086
10107,20041116,MICROSOFT CORP,MSFT,27.12000,66566982,86918,-0.009858,-0.009858
10107,20041117,MICROSOFT CORP,MSFT,27.17000,59469561,86096,0.001844,0.001844
10107,20041118,MICROSOFT CORP,MSFT,27.07000,67670662,76432,-0.003681,-0.003681
10107,20041119,MICROSOFT CORP,MSFT,26.86000,100448838,107447,-0.007758,-0.007758
10107,20041122,MICROSOFT CORP,MSFT,26.65000,94427512,132749,-0.007818,-0.007818
10107,20041123,MICROSOFT CORP,MSFT,26.53000,85541671,99812,-0.004503,-0.004503
10107,20041124,MICROSOFT CORP,MSFT,26.64000,60734492,67918,0.004146,0.004146
10107,20041126,MICROSOFT CORP,MSFT,26.60000,25624346,31866,-0.001501,-0.001501
10107,20041129,MICROSOFT CORP,MSFT,26.77000,67779768,86724,0.006391,0.006391
10107,20041130,MICROSOFT CORP,MSFT,26.81000,77305877,104503,0.001494,0.001494
10107,20041201,MICROSOFT CORP,MSFT,27.25000,103465562,122574,0.016412,0.016412
10107,20041202,MICROSOFT CORP,MSFT,27.09000,101958075,129233,-0.005872,-0.005872
10107,20041203,MICROSOFT CORP,MSFT,27.23000,79034717,109445,0.005168,0.005168
10107,20041206,MICROSOFT CORP,MSFT,27.33000,56017653,78996,0.003672,0.003672
10107,20041207,MICROSOFT CORP,MSFT,27.07000,134092494,134836,-0.009513,-0.009513
10107,20041208,MICROSOFT CORP,MSFT,27.36000,96566901,126711,0.010713,0.010713
10107,20041209,MICROSOFT CORP,MSFT,27.23000,83515336,112943,-0.004752,-0.004752
10107,20041210,MICROSOFT CORP,MSFT,27.08000,72542554,94948,-0.005509,-0.005509
10107,20041213,MICROSOFT CORP,MSFT,27.25000,102993177,121733,0.006278,0.006278
10107,20041214,MICROSOFT CORP,MSFT,27.23000,136893123,137605,-0.000734,-0.000734
10107,20041215,MICROSOFT CORP,MSFT,27.11000,130370327,116474,-0.004407,-0.004407
10107,20041216,MICROSOFT CORP,MSFT,27.16000,101501518,123979,0.001844,0.001844
10107,20041217,MICROSOFT CORP,MSFT,26.96000,130906919,123768,-0.007364,-0.007364
10107,20041220,MICROSOFT CORP,MSFT,26.95000,87096333,107029,-0.000371,-0.000371
10107,20041221,MICROSOFT CORP,MSFT,27.07000,96502561,113515,0.004453,0.004453
10107,20041222,MICROSOFT CORP,MSFT,26.97000,63881296,87227,-0.003694,-0.003694
10107,20041223,MICROSOFT CORP,MSFT,27.01000,66931267,86258,0.001483,0.001483
10107,20041227,MICROSOFT CORP,MSFT,26.85000,56304785,81276,-0.005924,-0.005924
10107,20041228,MICROSOFT CORP,MSFT,26.95000,55371305,76003,0.003724,0.003724
10107,20041229,MICROSOFT CORP,MSFT,26.90000,47732769,62812,-0.001855,-0.001855
10107,20041230,MICROSOFT CORP,MSFT,26.76000,48371937,55219,-0.005204,-0.005204
10107,20041231,MICROSOFT CORP,MSFT,26.72000,55043825,66239,-0.001495,-0.001495
10107,20050103,MICROSOFT CORP,MSFT,26.74000,69205063,84316,0.000749,0.000749
10107,20050104,MICROSOFT CORP,MSFT,26.84000,109601730,159430,0.003740,0.003740
10107,20050105,MICROSOFT CORP,MSFT,26.78000,74242633,104961,-0.002235,-0.002235
10107,20050106,MICROSOFT CORP,MSFT,26.75000,76937685,109174,-0.001120,-0.001120
10107,20050107,MICROSOFT CORP,MSFT,26.67000,68936915,96998,-0.002991,-0.002991
10107,20050110,MICROSOFT CORP,MSFT,26.80000,72049852,108778,0.004874,0.004874
10107,20050111,MICROSOFT CORP,MSFT,26.73000,65799645,93789,-0.002612,-0.002612
10107,20050112,MICROSOFT CORP,MSFT,26.78000,74068830,109699,0.001871,0.001871
10107,20050113,MICROSOFT CORP,MSFT,26.27000,90020992,127675,-0.019044,-0.019044
10107,20050114,MICROSOFT CORP,MSFT,26.12000,77772802,112905,-0.005710,-0.005710
10107,20050118,MICROSOFT CORP,MSFT,26.32000,69562245,111150,0.007657,0.007657
10107,20050119,MICROSOFT CORP,MSFT,25.98000,61976554,86737,-0.012918,-0.012918
10107,20050120,MICROSOFT CORP,MSFT,25.86000,58502483,92973,-0.004619,-0.004619
10107,20050121,MICROSOFT CORP,MSFT,25.65000,76576241,113312,-0.008121,-0.008121
10107,20050124,MICROSOFT CORP,MSFT,25.67000,71792480,116314,0.000780,0.000780
10107,20050125,MICROSOFT CORP,MSFT,26.02000,67616375,108671,0.013635,0.013635
10107,20050126,MICROSOFT CORP,MSFT,26.01000,65584113,102548,-0.000384,-0.000384
10107,20050127,MICROSOFT CORP,MSFT,26.11000,94175564,129550,0.003845,0.003845
10107,20050128,MICROSOFT CORP,MSFT,26.18000,110676018,158297,0.002681,0.002681
10107,20050131,MICROSOFT CORP,MSFT,26.28000,72398553,107010,0.003820,0.003820
10107,20050201,MICROSOFT CORP,MSFT,26.39000,58207091,92561,0.004186,0.004186
10107,20050202,MICROSOFT CORP,MSFT,26.46000,81353370,104486,0.002653,0.002653
10107,20050203,MICROSOFT CORP,MSFT,26.18000,62759003,89533,-0.010582,-0.010582
10107,20050204,MICROSOFT CORP,MSFT,26.32000,73112169,92260,0.005348,0.005348
10107,20050207,MICROSOFT CORP,MSFT,26.16000,57920526,78734,-0.006079,-0.006079
10107,20050208,MICROSOFT CORP,MSFT,26.24000,61442109,86363,0.003058,0.003058
10107,20050209,MICROSOFT CORP,MSFT,26.07000,84528255,103985,-0.006479,-0.006479
10107,20050210,MICROSOFT CORP,MSFT,26.06000,71930738,91746,-0.000384,-0.000384
10107,20050211,MICROSOFT CORP,MSFT,25.97000,84323677,130352,-0.003454,-0.003454
10107,20050214,MICROSOFT CORP,MSFT,26.01000,64594090,89758,0.001540,0.001540
10107,20050215,MICROSOFT CORP,MSFT,25.93000,81359652,118417,0.000000,-0.003076
10107,20050216,MICROSOFT CORP,MSFT,25.79000,57825217,91394,-0.005399,-0.005399
10107,20050217,MICROSOFT CORP,MSFT,25.65000,67346686,99946,-0.005429,-0.005429
10107,20050218,MICROSOFT CORP,MSFT,25.48000,77404064,112475,-0.006628,-0.006628
10107,20050222,MICROSOFT CORP,MSFT,25.23000,96707542,144197,-0.009812,-0.009812
10107,20050223,MICROSOFT CORP,MSFT,25.20000,83890715,108588,-0.001189,-0.001189
10107,20050224,MICROSOFT CORP,MSFT,25.37000,85876736,116254,0.006746,0.006746
10107,20050225,MICROSOFT CORP,MSFT,25.25000,62683368,89635,-0.004730,-0.004730
10107,20050228,MICROSOFT CORP,MSFT,25.16000,82841885,111156,-0.003564,-0.003564
10107,20050301,MICROSOFT CORP,MSFT,25.28000,56779578,80563,0.004770,0.004770
10107,20050302,MICROSOFT CORP,MSFT,25.26000,67870587,91764,-0.000791,-0.000791
10107,20050303,MICROSOFT CORP,MSFT,25.17000,52223247,66700,-0.003563,-0.003563
10107,20050304,MICROSOFT CORP,MSFT,25.17000,63281954,76713,0.000000,0.000000
10107,20050307,MICROSOFT CORP,MSFT,25.47000,80559433,103847,0.011919,0.011919
10107,20050308,MICROSOFT CORP,MSFT,25.40000,53601607,76831,-0.002748,-0.002748
10107,20050309,MICROSOFT CORP,MSFT,25.31000,63775065,85512,-0.003543,-0.003543
10107,20050310,MICROSOFT CORP,MSFT,25.43000,60182203,88094,0.004741,0.004741
10107,20050311,MICROSOFT CORP,MSFT,25.09000,60668982,83382,-0.013370,-0.013370
10107,20050314,MICROSOFT CORP,MSFT,25.11000,66752686,79972,0.000797,0.000797
10107,20050315,MICROSOFT CORP,MSFT,24.91000,71802665,83397,-0.007965,-0.007965
10107,20050316,MICROSOFT CORP,MSFT,24.63000,76292819,103734,-0.011240,-0.011240
10107,20050317,MICROSOFT CORP,MSFT,24.54000,61684452,85983,-0.003654,-0.003654
10107,20050318,MICROSOFT CORP,MSFT,24.31000,161863504,118354,-0.009373,-0.009373
10107,20050321,MICROSOFT CORP,MSFT,24.20000,73994173,91187,-0.004525,-0.004525
10107,20050322,MICROSOFT CORP,MSFT,23.99000,103197744,135810,-0.008678,-0.008678
10107,20050323,MICROSOFT CORP,MSFT,24.18000,80079435,112626,0.007920,0.007920
10107,20050324,MICROSOFT CORP,MSFT,24.28000,79170637,102182,0.004136,0.004136
10107,20050328,MICROSOFT CORP,MSFT,24.20000,52523133,71764,-0.003295,-0.003295
